week_start	Microscopy	Miscellaneous
2021-05-31	0	71
2021-07-05	0	71
2021-07-12	0	71
2021-07-19	0	2067
2021-09-13	0	1286
2021-09-20	0	714
2021-09-27	0	79035534
2021-10-04	0	97209572
2021-10-25	0	30449224
2021-11-01	0	14437066
2021-11-08	0	23926756
2021-11-15	0	11958642
2021-11-29	0	2782824
2021-12-20	0	41134463
2021-12-27	0	9416010
2022-01-03	0	5868362
2022-01-17	0	3261236
2022-01-31	0	5323286
2022-02-07	0	3354965
2022-02-21	15483000706	0
2022-02-28	17095571266	1181
2022-03-07	5172757478	3354965
2022-03-14	0	6676473
2022-03-21	846986930	8303266
2022-03-28	79576266746	0
2022-04-04	16366969011	0
2022-04-11	0	25674858
2022-04-18	50466410960	2666896
2022-04-25	584301675286	35052940
2022-05-02	16250729773	1177
2022-05-09	2142692221	3254807
2022-05-16	5485874306	0
2022-05-23	79478274915	15459421
2022-05-30	32501429024	12789365
2022-06-06	72068231955	6418640
2022-06-13	7630064489	24853
2022-06-20	4192745956	3253521
2022-06-27	12904560200	27993132
2022-07-04	10804136180	3290043
2022-07-11	71624236046	566996989
2022-07-18	71723059567	2820008
2022-07-25	12235269832	27950444
2022-08-01	190113363511	70846951
2022-08-08	4973681408613	247073571
2022-08-15	36747052602041	3354965
2022-08-22	11582728785405	490438814
2022-08-29	539187454133353	38735328
2022-09-05	517919685111204	5029
2022-09-12	449796245058949	27421
2022-09-19	106447480427550	0
2022-09-26	3429742941	3253521
2022-10-03	4349110399	0
2022-10-10	7774494836	1755
2022-10-17	1999219271	6278862
2022-10-24	77431967304	1631481276
2022-10-31	282926005	9049637
2022-11-07	519180553	3254093
2022-11-14	9430781865	3253521
2022-11-21	2963916264	13329903
2022-11-28	38943591305	3000494
2022-12-05	453233777945	6804435
2022-12-12	61435657527554	19190077
2022-12-19	830158602	32085757
2022-12-26	296679579	0
2023-01-02	38405374	3253521
2023-01-09	459836317	3257875
2023-01-16	3449004415	3253521
2023-01-23	7788433244	0
2023-01-30	806638415	3253521
2023-02-06	57097040772	1383
2023-02-13	2470680788	24237203
2023-02-20	92754714986	9155917
2023-02-27	5189423122322	3070500
2023-03-06	2391471489193	6740834
2023-03-13	2595228362559	3254164
2023-03-20	5688015201080	0
2023-03-27	2963924017668	6489482
2023-04-03	83555186	3253521
2023-04-10	0	38499163
2023-04-17	148979031161	15862619
2023-04-24	359742659432	0
2023-05-01	8235	3355036
2023-05-08	29940819713950	12511378
2023-05-15	33757503397235	3256532
2023-05-22	33883448591013	6461060
2023-05-29	2759228102315	0
2023-06-05	994194628	6507681
2023-06-12	339710944	3084160
2023-06-19	272263025	4246
2023-06-26	612249892	1290
2023-07-03	164844558	0
2023-07-10	7249806213	6613389
2023-07-17	574759336	3255875
2023-07-24	659508321	6391755
2023-07-31	144591665	1248
2023-08-07	33131580	0
2023-08-14	35505843	1239
2023-08-21	16097	572
2023-08-28	39169	0
2023-09-04	2024961982	6507042
2023-09-11	0	6477029
2023-09-18	692118468	3254897
2023-09-25	34573120	22938
2023-10-02	357922810	66456
2023-10-09	7954489064	12971559
2023-10-16	6836332718	37950785
2023-10-23	16532	13125274
2023-10-30	17358341731	46083051
2023-11-06	0	11982647
2023-11-13	707553372	3253521
2023-11-20	134681664	3253592
2023-11-27	4074406649	3208716
2023-12-04	283461539	0
2023-12-11	826234374	2775999
2023-12-18	14139010	0
2024-01-01	37858	13117962
2024-01-08	406418652	213
2024-01-15	18371138	0
2024-01-22	59681213	3827747
2024-01-29	261150953955	22539248
2024-02-05	8762035238	3254164
2024-02-12	19414619774	6800
2024-02-19	36797108840	316238949
2024-02-26	253209629	71
2024-03-04	115311656	329110551
2024-03-11	1463233277	1204
2024-03-18	43428164	3211214
2024-03-25	187227834	306377463
2024-04-01	53174309	3704
2024-04-08	11797590	6680639
2024-04-15	15824496	9864370
2024-04-22	876490230	306378769
2024-04-29	11713405926	3625
2024-05-06	46444188621	0
2024-05-13	4074445133	9477600
2024-05-20	1636677311	2744
2024-05-27	54683240	0
2024-06-03	3016112604	3280965
2024-06-10	297874166299	5853189
2024-06-17	232119627406	9269693
2024-06-24	220235677589	9217668
2024-07-01	8166436337	31998569
2024-07-08	49666967544	2439
2024-07-15	27273485005	18956055
2024-07-22	231667292918	328935721
2024-07-29	285025064451	1236
2024-08-05	49948791285	6500365
2024-08-12	64983047264	2621820
2024-08-19	275076676742	6537208
2024-08-26	6655863231053	45193578
2024-09-02	767242495266	118769804
2024-09-09	53753905897712	490603196
2024-09-16	137061379187457	17602
2024-09-23	139177800994208	45305
2024-09-30	43191343181770	6528143
2024-10-07	142386899583	28173614
2024-10-14	151637770571	51420601
2024-10-21	69092389634	22929043
2024-10-28	61017564908	5941728
2024-11-04	149408425603	342457616
2024-11-11	145458821444	33378852
2024-11-18	463507623878	21136280
2024-11-25	167510713711	22430524
2024-12-02	360874299561	47894605
2024-12-09	3659233335291	22223860
2024-12-16	2030041668334	5830808
2024-12-23	187349072105	23762957
