region	bytes_sent
US/California	2234901053550
US/Massachusetts	728413863675
AWS/us-east-2	724198774181
GB/England	412414725737
IR/Fars	365035707245
AWS/us-east-1	361705036756
DK/Capital Region	361482309556
DE/Bavaria	361482309556
IT/Emilia-Romagna	300676984791
US/Illinois	106005642325
CN/Shanghai	64939083783
VPN	52833486031
IT/Lombardy	34201948835
US/New York	22522131624
US/Washington	17065078507
US/Minnesota	13512663023
GCP/us-central1	12324502875
GitHub	12167520998
IT/Lazio	11687836529
IN/Uttarakhand	10395716608
CH/Basel-City	6767752598
US/Pennsylvania	4320609395
JP/Tokyo	1510144446
CA/Quebec	1409393259
US/Michigan	1164946380
CH/Vaud	1008615162
IN/Maharashtra	932499716
US/Wisconsin	624279092
US/South Carolina	624279092
GCP/us-west4	589190292
KR/Seoul	589190292
BE/Flanders	509244954
US/Maryland	424921300
FR/Auvergne-Rhône-Alpes	385261656
DE/North Rhine-Westphalia	312139546
ES/Madrid	312139546
US/South Dakota	312139546
US/Texas	161357004
US/Virginia	134137896
PT/Porto	82740804
US/Indiana	57285408
US/Rhode Island	56850648
AWS/ap-southeast-1	51947844
JP/Kyoto	41597580
FR/Île-de-France	34588224
GB/Scotland	24000756
