week_start	sub-521885/sub-521885_ses-20200709_behavior+ecephys.nwb	sub-521886/sub-521886_ses-20200716_behavior+ecephys.nwb	sub-521887/sub-521887_ses-20200730_behavior+ecephys.nwb	sub-543393/sub-543393_ses-20200820_behavior+ecephys.nwb	sub-543394/sub-543394_ses-20200827_behavior+ecephys.nwb	sub-546655/sub-546655_ses-20201023_behavior+ecephys.nwb	sub-551397/sub-551397_ses-20210211_behavior+ecephys.nwb	sub-551399/sub-551399_ses-20210128_behavior+ecephys.nwb	sub-569062/sub-569062_ses-20210218_behavior+ecephys.nwb	sub-569064/sub-569064_ses-20210408_behavior+ecephys.nwb	sub-569068/sub-569068_ses-20210304_behavior+ecephys.nwb	sub-569069/sub-569069_ses-20210312_behavior+ecephys.nwb	sub-569070/sub-569070_ses-20210401_behavior+ecephys.nwb	sub-569072/sub-569072_ses-20210422_behavior+ecephys.nwb	sub-569073/sub-569073_ses-20210415_behavior+ecephys.nwb	sub-569073/sub-569073_ses-20210416_behavior+ecephys.nwb	sub-571619/sub-571619_ses-20210319_behavior+ecephys.nwb	sub-571620/sub-571620_ses-20210513_behavior+ecephys.nwb	sub-575102/sub-575102_ses-20210603_behavior+ecephys.nwb	sub-586466/sub-586466_ses-20210729_behavior+ecephys.nwb	sub-586468/sub-586468_ses-20210819_behavior+ecephys.nwb	sub-590479/sub-590479_ses-20210921_behavior+ecephys.nwb	sub-590480/sub-590480_ses-20211111_behavior+ecephys.nwb	sub-599017/sub-599017_ses-20220210_behavior+ecephys.nwb
2023-08-28	0	504307581	428192135	2900984	0	0	0	0	0	0	0	0	0	0	610207020	0	0	0	0	0	0	0	0	302696140
2023-09-04	624279092	0	0	2859536	0	0	0	30939682	0	0	0	0	0	0	734475696	29450956	0	0	0	0	0	0	0	0
2023-09-11	0	0	0	123764192	0	0	0	428315796	0	1875856438	0	0	0	0	602084028	0	0	0	0	0	0	0	0	0
2023-09-18	0	0	0	2609784	0	0	0	0	0	561265080	0	0	0	0	533955708	0	0	0	0	0	0	0	0	0
2023-09-25	0	504307581	0	2063952	0	0	0	0	0	2754152764	0	0	0	0	77889012	0	0	0	0	0	0	0	0	0
2023-10-02	434602620	0	0	955648	0	0	0	61623165	0	33902626615	0	0	0	0	275854188	0	0	0	0	0	0	0	0	0
2023-10-09	0	0	0	574688	0	0	0	0	0	0	0	0	0	0	597760500	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	0	894344	0	0	0	11710240265	0	0	0	22471663122	0	0	349485180	0	20045448	0	0	0	0	0	0	0
2023-10-23	0	504307581	856384270	189640	739719512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-30	0	420421501	0	451232	0	0	0	0	0	5242888	0	0	0	0	152371608	0	0	0	0	0	0	0	0	14732200088
2023-11-06	353737126	504307581	428192135	528132224	0	10334390123	15202442994	0	0	19566412032	58259306119	22471663122	1124308400	26608530118	17902704964	13200523477	20649062944	21579481428	19675933244	0	0	12027340272	21088736780	22265170072
2023-11-13	0	504307581	856384270	207241240	0	0	0	0	0	6915150840	8787515527	22471663122	0	0	6419784	0	2552760841	2438604948	0	0	2303750307	0	0	0
2023-11-20	0	0	856384270	114985070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	0	0	0	797232	0	0	335544320	0	0	433969006	0	0	1124308400	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	312139546	531513082	428192135	552370880	589190292	14956257566	45663091656	53885809	49730876733	51864885564	27356147982	22540500004	2271920400	60750179	26793136310	26462913151	46441963035	69802173008	24395977208	28618683035	22169051462	24107282896	42237018660	66862326368
2023-12-11	312139546	1008615162	856384270	0	589190292	14872627051	0	11687836529	24829252031	0	27288590471	22471663122	1124308400	0	0	13200523477	23171959305	23246547092	0	14282619785	0	0	0	22265170072
2024-01-01	312139546	1512922743	856384270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	624279092	0	0	0	0	0	0	0	0	16139272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	0	0	0	0	0	0	0	0	12994446842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	342198890	11243238	2215711	7978132	2568608	17680686	4783588	18808754	16173449	11230548	11605618	6866650	12311064	15065246	10467094	5565277	15529393	11785784	12506608	11963538	10807346	9562796	5159960	7336896
2024-01-29	0	0	0	0	0	0	0	0	0	18853214404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-05	312139546	1008615162	0	527509576	0	0	9481780612	2818446801	0	18837964468	0	0	1124308400	13304265059	26753827151	13200523477	23171959305	23246547092	1080150856	14303385821	13764097696	4782505732	2459798712	19179508
2024-02-12	946348060	326371947	1275835472	1096350485	1786305337	24105966598	23664495262	18343505830	23064954451	42524115181	53613945183	36508514489	2064335080	28796225243	43383743780	7166927750	20434572958	33156910040	13261412060	25129191269	22650192563	558810716	21116647728	22300265138
2024-02-19	36684480	0	0	0	0	0	0	0	0	0	733692269	0	0	0	0	253660716	0	0	0	0	19215331340	8041434816	12478949413	19845542478
2024-02-26	322096762	504307581	856384270	527509576	0	350349128	0	0	0	25890182136	0	57384125338	2248616800	24651493287	0	39601570431	0	23246547092	4956725128	14282619785	41640213922	12027340272	23901108257	7022106744
2024-03-04	312139546	616064229	0	67336408	0	0	0	65311476	0	0	0	85648076	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	1150746	19795331	150068037	91890678	35226258	145937183	12553810	4724693	30770943	21102696	32492131	2161764	26743410	25638503	80579111	98795184	53332618	31800256	6144872	99290833	27626387	104390608	15851732	41724820
2024-03-18	0	0	0	110306372	0	0	0	0	0	0	0	0	0	31836888	0	0	0	0	0	0	6419784	0	0	0
2024-03-25	126137142	15108555	16780533	15987588	22374096	19583913	18704790	23230035	20810074	27274008	45967462	12661044	8585384	26422161	69847654	21497370	29522007	150238864	25505808	22580523	22604781	243872776	21197356	24703128
2024-04-01	7730162	6419784	876935	6681816	88616216	9714531	6354276	8769637	0	2540536	0	4389036	13791352	6943848	8924579	8914461	37436955	13076188	11115204	35444898	12579043	2713072	9190256	6419784
2024-04-08	312139546	621528274	0	527509576	589190292	0	15490043634	11807946466	24853639615	25890182136	27288590471	0	1215679916	13304265059	26729211995	13452341461	23171959305	23246547092	24332634364	14282619785	0	12027340272	21088736780	22685915288
2024-04-15	18382562	22693453	174998739	18274376	33172044	232997180	308035052	1571080216	453017600	466401432	382942503	149880832	0	148828870	0	0	0	0	0	0	237096716	779871752	1189768764	0
2024-04-22	156927318	0	98087835	0	0	0	345099478	0	0	0	0	492794630	894840768	236367307	309505471	286316061	440183384	328785064	462892640	425184137	499459232	1365945144	419151816	492273148
2024-04-29	312139546	135463485	0	0	0	0	0	0	0	444051456	0	383590400	0	0	0	0	0	130993988	286033764	0	0	0	0	0
2024-05-06	0	0	0	0	589190292	146914397	417075200	0	441896960	0	60362752	0	2248616800	322167494	196730880	0	0	0	145304540	0	84152320	0	0	0
2024-05-13	0	142966805	0	0	0	0	0	87712984	0	0	13560156	0	208407780	0	0	45137920	0	0	0	111056180	0	132042752	0	0
2024-05-20	0	0	135134850	0	154515168	0	0	0	0	0	0	392765440	152127376	0	0	0	34434587	0	0	0	0	0	0	469001104
2024-05-27	312139546	0	0	226233964	0	62687571	0	128442712	0	0	100496628	0	144168576	0	0	0	0	0	0	130039808	0	0	141748604	79747832
2024-06-03	0	260808819	200710167	0	0	63004672	0	0	286994432	0	0	0	0	0	0	469455274	48140288	0	0	0	0	431083984	0	0
2024-06-10	312139546	0	0	0	0	0	0	10022724	0	763895808	0	0	0	0	12577536	0	0	0	0	0	0	0	0	0
2024-06-17	312139546	504307581	428192135	527509576	589190292	0	0	0	24829252031	25890182136	27288590471	22471663122	0	0	26729211995	0	0	0	23867668096	14282619785	27075239232	12027340272	9514297668	0
2024-06-24	20700528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	100583452	0	101697088	0	0	0	0	0	0	101762596	101173024	0	100779976	0	101173024	0	0	0	0	0	101828104	0
2024-07-08	66308295	21173445	0	49298152	9914760	31323464	37868630	37564517	7336896	47040860	31257676	18963062	10589616	23981263	6354276	7864533	24248320	18556096	39225596	37122285	57857566	37984996	22713868	15960216
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92329444	0	0	0	0	0	0	0	0
2024-07-22	24585712	9826200	10022724	10481280	0	1834224	0	0	7140372	10939836	0	2161764	30854268	10088232	0	0	0	8450532	10284756	6616308	10088232	10088232	0	0
2024-07-29	44723803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	141735896	137956928	132530484	127257296	128185520	2623686720	0	0	5580564536	806551354	2174058442	1383895140	146289420	1748594002	583804552	844639854	849556558	913869824	432564776	704891862	4765264070	0	0	100022255
2024-08-12	1278691864	504307581	0	527509576	589190292	29745254102	0	35063509587	0	115519276	221728	0	0	0	13814363978	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	428192135	0	589190292	14888479987	0	0	0	0	0	0	0	0	109234150	0	7795452	0	0	0	0	0	0	45901951
2024-08-26	107343204	66157723	67579936	61366424	31073908	48796497	614441778	17490636	19478371	49832236	38060148	13232616	11830292	5621163222	27148903	22862292	12184488	14841937751	839597136	44185277	5057045756	81742900	21108140	21523132
2024-09-02	46017452	17450907	7429078	13636508	27841860	59235629959	1176092065	3160945	10110727	11061176	15394925111	2161764	7205880	10022403	51353225558	13461232991	3668448	49651896897	11828188	9597053	1623165286	10263240	10979872	22215662424
2024-09-09	0	0	65856517	292088360	373997516	59671903684	4905397475	237570341	14428776486	2120656864	21407475	23344531478	0	88794378	419938142	280894506	13564841345	315547352	14205908710	11617234470	20986045495	0	20124621072	0
2024-09-16	47038004	49558090	31237699	42356880	29837592	44655186592	80273138	66284614	196370574	111516704	47238439	53301910	23303600	23195167	31323352	19395968	31126660	85345848	86605240	85160033	97837382	57845232	82807384	89327168
2024-09-23	124170190	39660558	44215372	61050812	33069584	239272644	610227998	424469316	432073405	112445620	291221774	240827428	42509528	477416688	497318013	9958549	153484346	9064016	128416200	222129919	11174361620	233824672	405884252	67372244
2024-09-30	91896360	0	0	0	0	0	442258214	0	1183424	0	0	0	0	0	0	924960	0	0	0	0	0	0	0	618608
2024-10-07	0	0	0	0	17032080	0	64773048	0	0	101369548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34833321	0	0	0	8974596	0	0	0	0	0
2024-10-21	7074864	15197856	0	18880228	0	571292834	0	0	0	8319516	0	11594916	11660424	39920787348	0	10350264	0	8843580	13494648	0	10022724	0	4651068	6157752
2024-10-28	108148924	46994768	24490375	24193096	22959252	108676971	296935154	205929329	19943871	0	0	231366162	23303600	0	0	0	262144000	0	0	0	0	0	0	0
2024-11-04	1237170156	6100859094	428192135	0	589190292	34765086124	14489146	11687836529	24829252031	0	27288590471	0	0	53217060236	0	0	0	0	0	14282619785	0	12027340272	0	0
2024-11-11	306743660	0	0	0	0	5690920662	11070852	0	6092244	0	0	0	0	26608530118	0	0	0	0	0	96587464	0	0	0	0
2024-11-18	0	0	436577159	537532300	0	987570298	15457562428	12008596395	25020700506	46263187536	292526390	22248659152	8057484	1844829612	27798862903	13205174545	23180213313	6681816	24332634364	14290480745	22112920451	6616308	21095287580	22273031032
2024-11-25	624279092	0	0	0	0	0	0	0	0	0	0	0	0	4585560	0	0	0	0	0	0	0	0	0	0
2024-12-02	550543666	1008615162	0	725008032	589190292	29745254102	30404885988	11687836529	24829252031	25890182136	0	22471663122	1200719400	13304265059	27160828151	13200523477	23171959305	23246547092	24332634364	14282619785	22105059491	12027340272	21088736780	22265170072
2024-12-09	0	0	0	0	0	0	45607328982	0	0	0	0	0	0	0	17467547	0	0	0	0	0	0	0	0	0
2024-12-16	312139546	0	0	0	0	177109928	76012406644	0	0	0	0	0	28800	0	23701881100	0	0	0	0	0	0	0	0	0
2024-12-23	0	0	0	0	0	0	15202442994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-30	0	0	0	0	0	458280	0	984527024	0	0	0	0	0	0	410856	0	0	0	0	0	0	0	0	0
2025-01-06	388300869	0	0	0	0	0	60826607532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-13	40906308	0	0	0	0	14872627051	47804859	278444669	0	194118	20045448	0	0	0	0	0	0	781110	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	15202442994	2672682099	21473248	0	0	0	0	0	0	0	0	0	0	26145864	0	0	0	37332622
2025-01-27	0	0	0	0	0	0	0	168693609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-03	624279092	504307581	428192135	527509576	1178380584	14872627051	45607328982	11687836529	24861481967	0	29497848163	24516438390	2248616800	13304265059	26729211995	13200523477	23171959305	23246547092	24332634364	14282619785	22105059491	12027340272	21088736780	22265170072
2025-02-10	0	0	0	0	0	33016032	15212400210	14804808	0	13101600	32819508	12249996	0	9957216	0	33671112	0	20569512	0	33212556	9957216	12027340272	30919776	13036092
2025-02-17	0	0	0	0	0	0	205248916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	0	0	0	0	0	461053035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-03	0	0	0	0	0	5836	190511220	5760	10488	12408	0	4728	5760	4728	12888	0	4728	4728	0	6720	4728	5760	11448	11448
2025-03-10	0	0	0	0	0	0	6711824732	0	0	0	0	0	0	0	0	0	0	0	0	4127004	0	0	0	512000
2025-03-17	312139546	0	0	0	0	0	216194444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	0	504307581	0	0	0	0	0	0	0	0	0	0	0	13304265059	0	0	0	0	0	0	22105059491	0	0	0
2025-03-31	607103461	0	0	1055019152	0	0	166588172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	333036753	0	16336080	16364064	16364064	115366806	21040559085	208154720	192851828	185797526	37625312	21527584	11244472	226288494	293157502	138632014	263642926	280506502	221555624	142620080	32181516	37608016	0	331676310
2025-04-14	0	0	0	0	0	0	13645262080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	624279092	504307581	483873935	527509576	589190292	14872627051	36754077864	1998825488	0	403832328	0	0	1156793752	25534918	0	0	0	0	0	0	0	0	0	0
2025-04-28	0	0	0	0	0	0	3822180400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	25417366	0	0	0	0	0	176046004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-12	0	0	0	0	0	0	41071378256	10485760	20971520	0	10485760	10485760	0	10485760	0	10485760	10485760	10485760	10485760	10485760	10485760	10485760	10485760	10485760
2025-05-19	0	0	0	0	0	18613231665	37479603580	49732229081	126670138568	29700991868	14638032520	31071998264	0	5240	39840592240	9456	38256	184176	0	0	0	0	0	0
2025-05-26	312139546	0	0	0	0	0	1606398296	621842025	161693360	100090506	7238530268	92555408	0	0	158852524	0	43947503608	0	37502151304	67200	11448	0	9456	11448
2025-06-02	0	0	0	0	0	5836	852667746	133950469	141576585	56821452	96956620	100108227	0	115227535454	436360248	0	0	173694973634	0	60530387242	123455372812	81523984237	120744716082	126279656456
2025-06-09	0	0	0	100340080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	1560697730	2521537905	2140960675	1582528728	2945951460	44617881153	30844588028	13035909529	24829252031	25890182136	54554900211	56902383490	5621542000	40222822766	49974922451	34042519690	57177528573	23246547092	24332634364	14282619785	22105059491	12027340272	21088736780	44530340144
2025-06-23	165608	255950	243069	298584	224932	284447	204263	370809	425039	510467	879971	950457	262595	582449	521127	463234	281584	331970	553174	310135	630027	316137	322723	422626
2025-07-14	328647493	504466851	94745	14687459	589246558	14873060011	15349716852	11688164554	341063	462701	27289086826	22472414530	154337	13304564330	928879	13201011310	23172425211	23246993578	24333008393	28565618412	22105557514	331616	21089236441	22279297810
2025-07-21	1033614092	0	0	0	0	0	41073516	0	18659867132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	294592381	0	0	0	24886464440	100724604	5760	4934452408	18288018544	21311711999	15655926322	0	4728	0	0	0	0	0	0	0	8829183472	0	16655288472
2025-08-04	312139546	0	0	377319728	589190292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9175040000	14365491200	0	0	0
2025-08-11	4127004	1011581	315859335	5402980	4389036	2508651	4127004	6587533	19406125591	2847736	6766983	3055122	1125493600	15464200345	7778539	7752186297	404015873	2668692	6930968	4585560	4323528	3429872	7130892	7483632
2025-08-18	0	0	0	7293076	0	0	11165425394	0	11529408	0	0	0	0	0	18140364800	0	16829644800	16095641600	16992602364	0	0	0	14994636800	0
2025-08-25	207281946	0	0	527509576	0	0	16813453816	16103164952	25396034232	14401034568	9427141096	31605061098	0	0	18365855024	0	20026736	0	0	0	18277757091	0	0	0
2025-09-01	0	0	367001600	0	431903892	0	0	0	0	17091788800	0	0	0	0	0	0	0	0	0	10612603785	0	10013900800	0	0
2025-09-08	0	0	0	0	0	0	0	8074035200	0	25890182136	29792253459	0	0	0	26729211995	13200523477	20610413224	0	0	0	0	0	0	22265170072
2025-09-15	312139546	0	874923034	527509576	0	6933110044	123916642	0	0	0	0	0	1124308400	13304265059	0	0	0	23246547092	24332634364	14282619785	22105059491	0	0	0
2025-09-22	327731035	1019838405	444891308	1074275644	602641504	0	75117318790	11687836529	24829252031	18613186012	28704165383	22471663122	1124308400	1618015140	26729211995	1461037464	23171959305	16063125440	24332634364	0	8237460536	12027340272	0	0
2025-09-29	0	0	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	12643916	18989734	22529385	37845576	611114816	36690879	23652096	26469402	12122338	15359764	19572085	16591524	14102388	21141444	14836490	14145507	16004919	16260084	9734932	18060471	21970041	9653132	10546788	5059836
2025-10-13	11857602	6150166	6700074	8385024	13320196	13387358	5602788	9048062	14415118	9756968	10959495	17419374	17574312	53923909795	14836490	11983743	20496146	34566077820	18958680	18452962537	33214454313	17400768136	17990673620	12913618728
2025-10-20	0	1011581	5413539	1275976	0	6701163	2801394	6653041	4127004	6974740	6701475	2161764	9439208	56364863295	7909555	6789589	8544865	36761419776	4323528	17569824325	42650901387	25267779024	40006121184	33045745512
2025-10-27	87154530	5466125	5479047	4127004	4127004	6635655	16497217860	24039447136	35276501200	13167447124	9473317519	14238549306	4585560	41083198655	18019985127	4061496	4127004	31071198764	2161764	18457505673	49350814930	25000179760	41105955984	40357902016
2025-11-03	362451870	50410816	66010596	65750012	58632492	60067782	19372447346	68110560	87209617	61820932	69615411	58153842	54688176	12004481942	76555507	82242142	84494855	64607712	56364856	71692209	71145501	70454276	74181792	60917184
2025-11-10	359504010	53380051	40247694	39487024	56381732	67208154	42048102	64790469	57003713	75970660	58433202	65687262	41967512	71457882	74903038	62678493	61509405	54200280	61776260	55978544	61163424	56744508	61567188	71429904
2025-11-17	669677226	33102915	24947814	35923988	18452600	44268474	35297070	41781245	38397762	40245356	30186126	43354788	18569044	40686762	47736275	36741546	41086625	39284628	28012772	44571474	46394001	41672808	39378936	32995056
2025-11-24	33476114	31683114	34750389	28128536	29000096	38156883	29196576	13969120	35382715	34446036	35171265	42306660	33689280	213114723	34831199	37288853	40656894	33506832	28051412	33905152	39157998	32562336	25585188	41348640
2025-12-01	51171242	35636734	46680813	73924480	49401708	14927536742	51670316	25883618	52819539	48314536	57494999	61381184	44982792	40883286	58605386	44702953	37061812	46274444	48960160	44374950	39682062	42269216	53952368	31028420
2025-12-08	25745516	16885892	24691149	35530940	21990032	29837367	20799594	36118782	24179168	34156836	28548426	14495268	28579656	23934354	34586080	31219852	32374061	44490996	30959524	37525025	36704079	26732124	37338708	26562180
2025-12-15	370377833	1045257259	880677004	1097590772	1219717548	14924137748	305223280739	170085611891	457540939021	433510589225	27329284067	22519055652	1166978332	280175269722	26797238837	40105697	23218417586	475620527841	24371061800	299986184349	45779568	249197703759	21138053972	22322518384
2025-12-22	0	0	0	0	0	0	2038409880	34560	186888	200328	0	0	0	283680	17019398235	9872343040	0	161256	0	26880	0	304768	0	0
2025-12-29	1048346	4389036	1286535	0	5066188	6897687	6928398	2460529	4389036	6974740	6701475	3055122	771919564	7479879	7450999	6855097	8086309	0	4127004	4192512	4127004	4127004	7065384	7287108
2026-01-05	33672638	388987290	31254840	35989496	29917208	10611098270	47350542	42902839	42655782	38087316	19244459706	33183048	38829184	51650532	35930066	43793167	36435557	36778188	44677564	37169070	41289639	51976160	47632944	13689992976
2026-01-12	0	0	856384270	0	1084823520	0	0	11698322289	9456	57909072	913353252	0	3361331404	15138471660	12301917028	24584275836	0	8458926756	7180549788	11405787900	0	0	0	0
2026-01-19	830228734	520509432	449780783	542442540	599781224	14890352905	9868226234	11708319716	18832928528	3565655872	27311989955	25256580	13060316	27090705	26752564525	13219231301	17504127175	21728064088	34419034364	14306473375	8583947594	3003494484	15273980096	932477268
2026-01-26	265273078	28240151	26936679	439178876	464621884	26234427	27154920	24814673	16232101251	18039148332	32550945	23011308	21641864	28752339	36910542	25150851	20692670	30179016	38467184	17114944	32249535	7490319440	33109128	33275436
2026-02-02	23976364	33418391	296193537	37064080	31704524	20562045	23979636	7411994622	18345598	15425272	16200135	16299033686	2370400	19021254	15295046	27289372	16565666	14442996	12604404	8255898018	16199980562	22670628	18650820	11479620
2026-02-09	20177118	11485275	20957193	31176088	12731332	20037981	18666646	14470245	18833347	29112212	22384917	22345850	3555600	29914044	21805040	17871810	16533711	18577093	13861936	14035777	19176465	19769462	6236959	18639626
2026-02-16	21520164	25974962	21885363	22601888	26407676	7028703	2088640390	13437098	14022070	77919276	24091092	27958212	15251300	1902836635	24589606	11178625	8217325	7057728	5607928	2435712731	11625039	1857777297	14589324	9988656
2026-02-23	20325386	24935455	31447952	27014672	25837420	23116157	31088864	43055531	34135405	39791224	33973162	27318610	30303904	38872344	18971409	24768982	41103674	30840452	30500852	33541753	41951381	26230056	31891208	26260168
2026-03-02	4127004	0	4127004	0	0	4061496	6862890	6784057	7404083	2847736	0	4323528	0	0	7909555	0	0	0	4127004	0	0	4127004	4454544	2898072
2026-03-09	323177994	12602364	11591128	18883784	28111908	4522147	5560604	15308532	4434204	13625664	170529306	7759260	1134241488	673174100	6726984	11330681	2132412937	14411760	9482808	5633189	0	1024000	5699196	8573157376
