region	bytes_sent
GitHub	7141248687648
CA/Quebec	4596423745848
TW/Taiwan	3328745710922
US/California	2542579707437
AWS/us-east-1	2486491171649
KR/Seoul	2414204382871
VPN	2333894013864
AWS/us-east-2	1928276661179
CA/Ontario	1309801589723
GB/England	462104214913
CN/Shanghai	298219681218
US/Georgia	193950956891
US/Massachusetts	167471683054
US/Washington	156775217517
NL/South Holland	138692594518
CA/British Columbia	93427955101
GCP/us-east1	55492560680
GCP/us-central1	53163836831
US/Connecticut	50334601368
DE/Hesse	49885773607
US/Florida	47949654606
US/Maryland	47890799682
CN/Beijing	46092282812
GCP/us-west1	32480315996
DE/Bavaria	31903471334
GCP/us-east4	24789774762
GCP/asia-east1	18311775567
US/Texas	12271739517
GCP/us-west3	8263258254
GCP/us-west4	7785246153
US/Utah	7579879711
CH/Vaud	1679159200
JP/Aichi	1274755437
US/Virginia	751037238
IN/Maharashtra	715074240
US/Pennsylvania	587902483
US/New York	414082299
AWS/ap-southeast-1	367500317
IN/Punjab	357537120
DE/North Rhine-Westphalia	238338612
PT/Lisbon	208893727
HU/Budapest	98712280
PL/Silesia	97504576
US/Rhode Island	89333334
PL/Mazovia	84468484
US/Louisiana	83260668
AT/Salzburg	68189599
DE/Thuringia	62756664
FR/Île-de-France	32475152
JP/Kyoto	21879672
IR/Tehran	17425128
NG/Lagos	9891708
NG/Ogun State	9564168
AWS/us-west-2	8564938
RU/St.-Petersburg	8188500
US/Indiana	1311
US/New Hampshire	874
