region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	127160139085	35597	262	244
USA/MA	4607640554936	75110	201	299
NLD	2772239048499	128344	51	83
CHN	2426328805935	360070	4	182
VPN	5615704852472	18238	2123	396
AWS/us-east-1	2540520470738	306683	482	744
USA	873634738105	149969	68	45
GH-actions	15710531297140	565246	4283	3520
AWS/us-east-2	1945507134231	200972	319	479
CAN/QC	4429600768131	3667	277	209
USA/NV	1296469265	151	151	0
GCP/us-east1	182784249279	23349	848	423
AWS/us-west-2	693995817928	7652	189	172
KOR/30	2896053596923	78139	184	178
USA/GA	193966089239	15594	395	308
GCP/us-west4	76519990584	7189	183	154
USA/WA	5671120326635	5021	393	38
USA/MD	48636824581	2143	353	175
AWS/ap-southeast-1	2561494690	381	381	0
USA/CA	2636130619913	1267	306	22
TWN/NWT	3328745710922	304	304	0
MEX/CMX	1199978416	4122	268	208
USA/TX	2546962317975	2292	159	117
GBR/ENG	476692310677	447	225	54
USA/IL	21095633981	227	139	7
VNM/HN	55616292	18	18	0
BRA/RJ	30526728	11	11	0
GCP/asia-southeast1	18737418240	208	0	10
PRY/ASU	15590904	3	3	0
PRT/11	1203125537	3921	12	3
USA/VA	154518090007	6105	53	20
GCP/us-east4	104741383403	1023	41	1
GCP/us-central1	62378236984	243	80	3
GCP/us-west3	16017345167	397	16	3
KOR/11	4089634033	2662	10	5
CAN/ON	1309831264847	204	204	0
GCP/us-west1	35636734130	123	58	1
ITA/45	6584957116	1328	0	59
USA/UT	7579879711	1447	0	41
IRN	9065032804	394	35	10
bogon	19617537489	97	2	1
NZL/NSN	7991976	1	1	0
JPN	1429522064	3	3	0
DEU/NW	32484060526	348	64	4
SGP	487002761	32	16	3
MEX/NLE	4913100	1	1	0
ARE/AJ	7467912	2	2	0
PER/LMA	88261813059	4491	83	53
FRA/ARA	10939836	1	1	0
NPL/P3	14346252	3	3	0
VNM/68	851604	1	1	0
BGR/16	1053535595850	91	91	0
HKG/KKC	2114602050	256	0	7
USA/NH	4607936502	19165	463	311
USA/VT	1345428020	4852	128	23
JPN/23	1274755437	2	2	0
NLD/UT	142204269783	43	21	2
NOR/50	673378896	88	2	7
DEU/HE	240014960	1	1	0
AWS/eu-central-1	113657172	100	4	2
DEU/BY	31663456374	70	70	0
GCP/asia-east1	102225655526	494	37	14
FRA	32475152	32	2	1
USA/PA	659172635	934	23	4
GCP/europe-west4	154479283487	5179	26	19
TUR/06	11791440	2	2	0
PRT/01	1048128	1	1	0
MAR/03	2620320	2	2	0
DEU/MV	10284756	1	1	0
JPN/14	13383014871	30	30	0
TWN/HSQ	208128036	1123	59	51
BEL/VLG	27863018552	8436	90	59
AUS/QLD	11725932	2	2	0
BGR/22	5699196	1	1	0
BRA/GO	25351596	7	7	0
VNM/35	1768716	2	2	0
CHL/RM	661299968	11	11	0
EST/37	137641708	2	2	0
CHE/VD	9180642978	467	35	12
IND/DL	138951868	3	3	0
IND	2096265	4	2	2
ITA/25	3354077436	891	19	8
VNM/SG	38060164	14	13	1
USA/CT	952358296	262	0	3
SAU/01	9367644	5	5	0
IDN	7664436	5	5	0
BRA/MT	2423796	2	2	0
JOR/AM	6616308	6	6	0
LAO	917112	1	1	0
USA/HI	1441176	1	1	0
ARG/B	29347584	12	12	0
TUR/34	37208544	5	5	0
CAN/AB	12446520	1	1	0
UKR/71	851604	1	1	0
CHL/BI	15721920	3	3	0
IRQ/BG	24893040	7	7	0
CHN/BJ	46164160896	306	51	50
ISR/TA	2554812	2	2	0
ECU/P	27286204	16	3	1
CAN	47766635283	23	23	0
SRB/00	11136360	2	2	0
USA/TN	4520052	1	1	0
SYC	25875660	9	9	0
ROU/B	917112	1	1	0
BGD/E	1834224	2	2	0
USA/CO	28626996	2	2	0
IND/GJ	1048128	1	1	0
UKR/35	1113636	1	1	0
COL/MET	1375668	1	1	0
ARG/C	9891708	2	2	0
DEU/RP	107236596	11	11	0
NLD/ZH	1965543848	2	2	0
POL/26	84468484	1	1	0
RUS/MOW	8188500	1	1	0
JPN/26	21879672	2	2	0
IRN/10	50010197944	40	6	1
GBR	1702468894	2	1	1
DNK/84	196583304410	13	12	1
USA/FL	47949654606	107	13	3
DEU/TH	103633656	14	14	0
POL/14	97504576	1	1	0
MYS/10	1679159200	1	1	0
USA/NC	147327929	6	6	0
PHL/40	4192512	4	4	0
UKR/30	166587281	37	37	0
ZAF/WC	5895720	6	6	0
URY/MO	11922456	3	3	0
BRA/PE	12905076	3	3	0
NPL	18342240	3	3	0
VNM/61	9826200	1	1	0
ECU/G	33737057	3	3	0
ITA	533232891	108	0	11
BGR/26	2161764	1	1	0
BRA/SC	10874328	5	5	0
ARG/S	3471924	2	2	0
BGD	17228604	8	8	0
DZA/09	1375668	1	1	0
KEN/30	11791440	4	4	0
ARE/SH	10088232	3	3	0
ARG/E	3209892	2	2	0
PAK/PB	17883684	13	13	0
MEX/JAL	9105612	2	2	0
MEX	2423796	2	2	0
ESP/MD	21028068	1	1	0
IND/MH	719070228	8	8	0
IND/RJ	357537120	2	2	0
CHN/SH	439201920	2	2	0
TUN/52	1113636	1	1	0
COL/ANT	11791440	3	3	0
RUS/VGG	1113636	1	1	0
FRA/IDF	182209440	782	30	13
NOR/46	54502656	9	9	0
PAK/KP	3668448	1	1	0
