asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-Mouse 2071/sub-Mouse 2071_ses-Session 31_obj-w8p257.nwb	1294701008	370	92	30
sub-Mouse 2082/sub-Mouse 2082_ses-Session 04_obj-1bg8rh4.nwb	22792128	328	105	16
sub-Mouse 2071/sub-Mouse 2071_ses-Session 05_obj-gvcsaa.nwb	1314226680	369	89	27
sub-Mouse 2070/sub-Mouse 2070_ses-Session 02_obj-kphjnt.nwb	23671064	328	110	15
sub-Mouse 2061/sub-Mouse 2061_ses-Session 03_obj-yk4z6z.nwb	22607169	323	104	16
sub-Mouse 2060/sub-Mouse 2060_ses-Session 18.nwb	20701488	312	94	15
sub-Mouse 2065/sub-Mouse 2065_ses-Session 04_obj-ml3blt.nwb	23320808	329	108	16
sub-Mouse 2082/sub-Mouse 2082_ses-Session 03_obj-3gx0an.nwb	21312240	320	100	15
sub-Mouse 2082/sub-Mouse 2082_ses-Session 07_obj-1j732tb.nwb	18126952	303	89	13
sub-Mouse 2073/sub-Mouse 2073_ses-Session 01_obj-qi3kxk.nwb	86507536	822	273	119
sub-Mouse 2060/sub-Mouse 2060_ses-Session 12_obj-x3sfb0.nwb	20834216	314	95	15
sub-Mouse 2083/sub-Mouse 2083_ses-Session 25_obj-1h7820j.nwb	18249595	301	85	15
sub-Mouse 2062/sub-Mouse 2062_ses-Session 16.nwb	19494081	313	87	18
sub-Mouse 2082/sub-Mouse 2082_ses-Session 17_obj-1sgc12r.nwb	19191089	314	91	18
sub-Mouse 2085/sub-Mouse 2085_ses-Session 19.nwb	18020105	299	83	14
sub-Mouse 2081/sub-Mouse 2081_ses-Session 15_obj-1kiavr4.nwb	17727032	299	85	13
sub-Mouse 2082/sub-Mouse 2082_ses-Session 03_obj-11r6vcz.nwb	16059960	290	76	13
sub-Mouse 2073/sub-Mouse 2073_ses-Session 09_obj-1q06gam.nwb	17446812	294	79	13
sub-Mouse 2082/sub-Mouse 2082_ses-Session 07_obj-z41d8o.nwb	16790618	298	74	17
sub-Mouse 2081/sub-Mouse 2081_ses-Session 07_obj-1hwtpng.nwb	17203944	294	77	14
sub-Mouse 2082/sub-Mouse 2082_ses-Session 05_obj-wqxdf.nwb	16644024	291	74	14
sub-Mouse 2062/sub-Mouse 2062_ses-Session 23.nwb	17943542	302	78	19
sub-Mouse 2084/sub-Mouse 2084_ses-Session 02_obj-1w035cx.nwb	16056025	289	73	14
sub-Mouse 2086/sub-Mouse 2086_ses-Session 01_obj-1q2awgf.nwb	74868008	781	233	119
sub-Mouse 2054/sub-Mouse 2054_ses-Session 01_obj-1pyfs8r.nwb	89159268	875	265	136
sub-Mouse 2060/sub-Mouse 2060_ses-Session 04_obj-1pu9k1p.nwb	15937288	288	69	15
