region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GH-actions	1595013010780	114373	2100	947
USA/NV	160419494184	6809	57	114
CHN	135949414876	12433	0	70
VPN	235785036360	6835	743	164
HKG	2667163196	323	6	2
AWS/us-east-2	315363356780	135470	98	83
NLD	135298755424	2395	89	29
USA/VA	102827598064	866	101	13
USA/CA	165014121152	194	133	9
USA/GA	13364844249	7557	203	114
USA/NY	91868575800	900	71	9
CAN/BC	81116657460	58	58	0
USA/MA	292838051505	2598	160	112
USA	33325229764	5970	65	23
AWS/us-east-1	99317533706	12969	150	238
GCP/us-west3	79874586068	63	57	6
CHE/VD	111103541536	1035	101	12
CAN/QC	52208538328	1219	43	69
GCP/us-central1	161789765384	119	119	0
USA/MI	7093992772	1436	0	60
AWS/ap-southeast-1	1017226564	168	168	0
GCP/asia-east1	85156725800	62	62	0
GCP/asia-southeast1	92446577088	69	68	1
GBR/ENG	117922092677	112	95	1
USA/IL	62444612192	298	93	4
AWS/us-west-2	51310162340	2166	102	59
MEX/CMX	192288908	656	83	56
VNM/29	1061824	1	1	0
SAU/02	3650020	3	3	0
IND	1061824	1	1	0
MMR/06	1327280	1	1	0
ISR/HA	1061824	1	1	0
CHN/BJ	1454706908	253	61	57
THA/90	895184556	1360	84	52
ITA/45	11227184044	1940	1	64
CHN/SH	6505012568	11	7	4
GCP/us-east1	85581962644	64	64	0
CAN/ON	29551693740	113	24	1
GCP/europe-west4	45515796512	35	35	0
USA/MD	1742890472	299	18	14
OMN/MA	1061824	1	1	0
JAM/01	1260916	1	1	0
PAK/SD	929096	1	1	0
KAZ/71	1194552	1	1	0
ALB/11	11480972	2	2	0
BRA/SP	208147224	12	12	0
BRA/PI	1791828	1	1	0
QAT/DA	2256376	2	2	0
NOR/50	370630428	89	0	9
ARG/M	5375484	1	1	0
ZAF/WC	3583656	1	1	0
GUY/DE	3251836	1	1	0
MYS/04	3716384	1	1	0
IDN	3716384	1	1	0
KHM/12	929096	1	1	0
PHL/00	1512084188	56	5	1
IND/TS	38756576	2	2	0
FRA/CVL	16723728	1	1	0
VNM/68	1858192	2	2	0
USA/FL	2815949640	56	11	5
SYC	16591000	6	6	0
JOR/AM	2455468	2	2	0
MEX/MEX	30261984	1	1	0
TWN/NWT	1401401156	1	1	0
IDN/YO	8693684	3	3	0
URY	12343704	1	1	0
COL/MET	2986380	1	1	0
BRA/PR	4844572	2	2	0
VEN/K	10750968	1	1	0
CZE/31	5375484	1	1	0
IND/WB	6238216	1	1	0
CHL/RM	4579116	2	2	0
IND/TN	1061824	1	1	0
MAR/07	2322740	1	1	0
KEN/30	14467352	2	2	0
ESP/CM	3849112	1	1	0
CAN	862732	1	1	0
VNM/SG	35836560	10	10	0
JPN/13	31366484	70	4	1
ITA/62	52725729	2	2	0
VEN/B	2853652	1	1	0
PHL/03	929096	1	1	0
USA/WA	24503951343	416	26	20
EGY/C	1061824	1	1	0
COL/ANT	7984692928	7	7	0
USA/RI	406778976	140	8	3
PRT/11	10541477644	1480	8	3
CHE/ZH	9413288	15	2	2
CRI/SJ	4247296	1	1	0
PER/LMA	1327280	1	1	0
BRA/CE	1725464	1	1	0
ISR/TA	1061824	1	1	0
MAR/03	1128188	1	1	0
SGP	3134494692	24	13	4
FRA/IDF	43339068	18	5	3
LBN/BA	124513724	1	1	0
ROU	11547336	1	1	0
VNM/57	13272800	1	1	0
MAR/06	1725464	1	1	0
BHR/17	9158232	1	1	0
BRA/MT	21701028	1	1	0
MEX/GUA	1194552	1	1	0
BRA/MG	4844572	2	2	0
VNM/54	11215516	1	1	0
MAR/01	2389104	2	2	0
ITA/72	17785552	1	1	0
BRA/GO	929096	1	1	0
SAU/03	2455468	1	1	0
TUR/79	862732	1	1	0
BGD/D	2057284	1	1	0
VEN/V	4048204	2	2	0
DEU/BE	1488147772	449	7	5
IRL/L	18714648	1	1	0
ARG/K	3384564	1	1	0
IND/BR	929096	1	1	0
BRA/PB	1128188	1	1	0
BOL/S	862732	1	1	0
DOM/08	1659100	1	1	0
KAZ/35	1	1	0	1
BGD/C	3251836	3	3	0
USA/CT	591191360	164	0	1
KAZ/39	929096	1	1	0
IRL	10020964	1	1	0
IND/CG	2654560	1	1	0
ARE/RK	1128188	1	1	0
ESP/MD	929096	1	1	0
MAR/09	2389104	2	2	0
BRA/PE	4380024	2	2	0
IRQ/NI	862732	1	1	0
HUN/BA	37236398	12	2	1
FRA/PAC	1670363260	2	2	0
IND/MH	5237385896	6	6	0
VNM/DN	11215516	3	3	0
NPL/P3	14533716	1	1	0
AZE/YE	7300040	1	1	0
IND/DL	2256376	2	2	0
ARE/SH	862732	1	1	0
BRA/RS	2322740	1	1	0
UKR/63	1061824	1	1	0
USA/TX	105916944	5	5	0
DEU/HE	11348244	2	2	0
AUS/WA	1345317924	1	1	0
GCP/us-west1	26906358480	20	20	0
bogon	5381271696	4	4	0
RUS	25019228	2	2	0
DEU/SN	85775572	59	1	1
USA/TN	9417225468	7	7	0
USA/IN	1345317924	1	1	0
GCP/us-west4	21612113508	33	16	1
ITA/52	1345317924	1	1	0
SWE/AB	1542913272	2	2	0
GCP/us-east4	10804894524	13	9	2
USA/PA	1392457628	17	3	1
