asset_path	bytes_sent
sub-389014/sub-389014_ses-20180705T152908_behavior+image+ophys.nwb	1129723570227
sub-389014/sub-389014_ses-20180716T154015_behavior+image+ophys.nwb	81430701540
sub-406876/sub-406876_ses-20180914T220948_behavior+image+ophys.nwb	77183083890
sub-406876/sub-406876_ses-20180906T230406_behavior+image+ophys.nwb	41529446930
sub-389014/sub-389014_ses-20180709T154600_behavior+image+ophys.nwb	40460112934
sub-389014/sub-389014_ses-20180706T153828_behavior+image+ophys.nwb	29911190212
sub-389020/sub-389020_ses-20180713T153905_behavior+image+ophys.nwb	28120083152
sub-395481/sub-395481_ses-20180726T153601_behavior+image+ophys.nwb	27070115821
sub-389020/sub-389020_ses-20180705T155914_behavior+image+ophys.nwb	26570411877
sub-389020/sub-389020_ses-20180723T152916_behavior+image+ophys.nwb	25678652724
sub-405808/sub-405808_ses-20180914T231328_behavior+image+ophys.nwb	25386334081
sub-389020/sub-389020_ses-20180706T152613_behavior+image+ophys.nwb	25338492959
sub-389020/sub-389020_ses-20180709T153218_behavior+image+ophys.nwb	25226745709
sub-389014/sub-389014_ses-20180723T154111_behavior+image+ophys.nwb	24981067640
sub-392392/sub-392392_ses-20180712T160546_behavior+image+ophys.nwb	24894232595
sub-390958/sub-390958_ses-20180710T190735_behavior+image+ophys.nwb	24795971085
sub-389014/sub-389014_ses-20180711T154332_behavior+image+ophys.nwb	24737484857
sub-389020/sub-389020_ses-20180711T152912_behavior+image+ophys.nwb	24628662681
sub-389020/sub-389020_ses-20180718T152401_behavior+image+ophys.nwb	24503779973
sub-389014/sub-389014_ses-20180710T153808_behavior+image+ophys.nwb	23770713969
sub-390958/sub-390958_ses-20180705T171438_behavior+image+ophys.nwb	23716202174
sub-389020/sub-389020_ses-20180717T152348_behavior+image+ophys.nwb	23454366020
sub-395481/sub-395481_ses-20180725T154856_behavior+image+ophys.nwb	23186260068
sub-389020/sub-389020_ses-20180710T152650_behavior+image+ophys.nwb	23078609369
sub-389020/sub-389020_ses-20180716T152622_behavior+image+ophys.nwb	22968142556
sub-395481/sub-395481_ses-20180730T152546_behavior+image+ophys.nwb	22704105932
sub-390958/sub-390958_ses-20180711T194424_behavior+image+ophys.nwb	22642259258
sub-390958/sub-390958_ses-20180709T200603_behavior+image+ophys.nwb	22636143309
sub-389014/sub-389014_ses-20180713T154058_behavior+image+ophys.nwb	22536078345
sub-389014/sub-389014_ses-20180724T154216_behavior+image+ophys.nwb	22531957426
sub-395480/sub-395480_ses-20180802T173850_behavior+image+ophys.nwb	22503091416
sub-390958/sub-390958_ses-20180712T175204_behavior+image+ophys.nwb	22406182412
sub-389014/sub-389014_ses-20180718T153707_behavior+image+ophys.nwb	21885185613
sub-395481/sub-395481_ses-20180807T152634_behavior+image+ophys.nwb	21847381293
sub-395480/sub-395480_ses-20180730T180257_behavior+image+ophys.nwb	21406627498
sub-395480/sub-395480_ses-20180724T175153_behavior+image+ophys.nwb	21208762541
sub-392392/sub-392392_ses-20180716T175039_behavior+image+ophys.nwb	20782788681
sub-395480/sub-395480_ses-20180725T171120_behavior+image+ophys.nwb	20506558629
sub-392392/sub-392392_ses-20180717T175459_behavior+image+ophys.nwb	20173426040
sub-392392/sub-392392_ses-20180719T164503_behavior+image+ophys.nwb	19748585465
sub-395480/sub-395480_ses-20180801T172922_behavior+image+ophys.nwb	19543274096
sub-392392/sub-392392_ses-20180718T174405_behavior+image+ophys.nwb	18910488173
sub-402796/sub-402796_ses-20180906T210142_behavior+image+ophys.nwb	18841529989
sub-402796/sub-402796_ses-20180827T230250_behavior+image+ophys.nwb	18598291945
sub-395480/sub-395480_ses-20180731T175356_behavior+image+ophys.nwb	18554155664
sub-405808/sub-405808_ses-20180907T194312_behavior+image+ophys.nwb	18476869940
sub-406876/sub-406876_ses-20180910T215954_behavior+image+ophys.nwb	18389159973
sub-402796/sub-402796_ses-20180828T210208_behavior+image+ophys.nwb	17983329533
sub-405808/sub-405808_ses-20180910T232832_behavior+image+ophys.nwb	17747544980
sub-405808/sub-405808_ses-20180913T224013_behavior+image+ophys.nwb	17694510028
sub-405808/sub-405808_ses-20180912T221001_behavior+image+ophys.nwb	17536691954
sub-402796/sub-402796_ses-20180824T201109_behavior+image+ophys.nwb	17377577946
sub-405808/sub-405808_ses-20180918T004417_behavior+image+ophys.nwb	17273404405
sub-402796/sub-402796_ses-20180831T004642_behavior+image+ophys.nwb	17251311801
sub-402796/sub-402796_ses-20180829T211909_behavior+image+ophys.nwb	17068463071
sub-406876/sub-406876_ses-20180912T212600_behavior+image+ophys.nwb	16971843140
sub-406876/sub-406876_ses-20180913T230252_behavior+image+ophys.nwb	16950867620
