asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-766757/sub-766757_ses-multiplane-ophys-766757-2025-02-19-14-31-09_ophys.nwb	13332359540	3192	35	17
sub-740066/sub-740066_ses-multiplane-ophys-740066-2024-10-16-11-51-06_ophys.nwb	9165966502	3903	44	32
sub-749011/sub-749011_ses-multiplane-ophys-749011-2024-12-19-15-29-08_ophys.nwb	6115383268	3017	29	21
sub-770966/sub-770966_ses-multiplane-ophys-770966-2025-05-16-14-10-20_ophys.nwb	10955028428	2308	24	13
sub-770962/sub-770962_ses-multiplane-ophys-770962-2025-02-27-14-08-03_ophys.nwb	5831388668	1900	23	13
sub-762551/sub-762551_ses-multiplane-ophys-762551-2025-01-30-11-23-54_ophys.nwb	6111084654	2043	20	14
sub-770194/sub-770194_ses-multiplane-ophys-770194-2025-04-18-14-05-33_ophys.nwb	9396806264	2063	25	14
sub-762551/sub-762551_ses-multiplane-ophys-762551-2025-01-23-15-07-09_ophys.nwb	15578278800	7163	78	57
sub-741824/sub-741824_ses-multiplane-ophys-741824-2024-11-08-12-09-18_ophys.nwb	6429411454	3410	33	25
sub-770196/sub-770196_ses-multiplane-ophys-770196-2025-03-26-14-58-49_ophys.nwb	9417939652	2042	25	14
sub-784492/sub-784492_ses-multiplane-ophys-784492-2025-05-22-14-57-58_ophys.nwb	10256229080	2745	32	21
sub-770962/sub-770962_ses-multiplane-ophys-770962-2025-03-08-11-22-47_ophys.nwb	12781649481	9303	56	30
sub-784492/sub-784492_ses-multiplane-ophys-784492-2025-05-21-14-43-57_ophys.nwb	10624560372	2946	33	22
sub-770196/sub-770196_ses-multiplane-ophys-770196-2025-03-21-14-14-24_ophys.nwb	96597898228	2989	101	24
sub-766757/sub-766757_ses-multiplane-ophys-766757-2025-02-21-11-52-07_ophys.nwb	11382237542	2691	28	16
sub-770196/sub-770196_ses-multiplane-ophys-770196-2025-03-20-14-10-25_ophys.nwb	9046620608	3117	35	25
sub-745909/sub-745909_ses-multiplane-ophys-745909-2024-11-11-09-09-06_ophys.nwb	10086275776	2308	24	13
sub-770194/sub-770194_ses-multiplane-ophys-770194-2025-04-11-14-44-01_ophys.nwb	7474406356	2121	23	13
sub-745909/sub-745909_ses-multiplane-ophys-745909-2024-12-06-09-01-16_ophys.nwb	10394357646	2085	23	14
sub-745909/sub-745909_ses-multiplane-ophys-745909-2024-11-20-09-21-27_ophys.nwb	9477748060	2239	24	13
sub-749011/sub-749011_ses-multiplane-ophys-749011-2024-12-17-11-55-57_ophys.nwb	6293321952	1937	20	13
sub-762551/sub-762551_ses-multiplane-ophys-762551-2025-01-16-14-30-36_ophys.nwb	16917282416	7841	86	65
sub-770966/sub-770966_ses-multiplane-ophys-770966-2025-05-05-09-42-51_ophys.nwb	11030337716	2015	24	13
sub-749013/sub-749013_ses-multiplane-ophys-749013-2024-12-06-13-34-33_ophys.nwb	5960172092	2080	21	13
sub-770962/sub-770962_ses-multiplane-ophys-770962-2025-03-07-13-44-33_ophys.nwb	5521825168	2202	25	14
sub-770966/sub-770966_ses-multiplane-ophys-770966-2025-05-19-09-51-20_ophys.nwb	8655862166	3098	28	22
sub-766757/sub-766757_ses-multiplane-ophys-766757-2025-02-13-14-08-18_ophys.nwb	10163449636	2482	29	20
sub-770194/sub-770194_ses-multiplane-ophys-770194-2025-04-17-14-54-46_ophys.nwb	7942424648	2783	31	21
sub-784492/sub-784492_ses-multiplane-ophys-784492-2025-05-27-16-21-42_ophys.nwb	6455534120	2711	30	21
sub-749013/sub-749013_ses-multiplane-ophys-749013-2024-11-19-12-20-43_ophys.nwb	5743574756	1921	20	12
sub-740067/sub-740067_ses-multiplane-ophys-740067-2024-09-25-09-26-11_ophys.nwb	8911107436	2226	25	14
sub-749014/sub-749014_ses-multiplane-ophys-749014-2025-01-08-09-34-03_ophys.nwb	4206557888	1907	20	12
sub-740066/sub-740066_ses-multiplane-ophys-740066-2024-10-11-09-08-12_ophys.nwb	8919491038	2428	33	22
sub-741824/sub-741824_ses-multiplane-ophys-741824-2024-11-06-14-28-22_ophys.nwb	6759975824	2364	24	14
sub-770196/sub-770196_ses-multiplane-ophys-770196-2025-04-03-13-45-19_ophys.nwb	10290555380	2101	25	14
sub-770194/sub-770194_ses-multiplane-ophys-770194-2025-04-25-14-09-59_ophys.nwb	8036272542	2302	24	15
sub-770196/sub-770196_ses-multiplane-ophys-770196-2025-03-31-10-28-55_ophys.nwb	7878284592	2022	22	14
sub-740066/sub-740066_ses-multiplane-ophys-740066-2024-09-26-09-13-55_ophys.nwb	6246356794	2580	34	25
sub-770966/sub-770966_ses-multiplane-ophys-770966-2025-04-30-14-46-30_ophys.nwb	11472628692	3165	35	24
sub-770962/sub-770962_ses-multiplane-ophys-770962-2025-03-13-14-20-53_ophys.nwb	7624739834	3442	34	26
sub-770196/sub-770196_ses-multiplane-ophys-770196-2025-03-27-13-35-10_ophys.nwb	8559615432	2977	33	23
sub-749011/sub-749011_ses-multiplane-ophys-749011-2024-12-03-11-51-19_ophys.nwb	7372841784	3283	32	22
sub-749011/sub-749011_ses-multiplane-ophys-749011-2024-11-22-14-26-48_ophys.nwb	6996192714	2232	24	15
sub-740066/sub-740066_ses-multiplane-ophys-740066-2024-11-01-09-07-34_ophys.nwb	9063026516	2507	26	15
sub-740067/sub-740067_ses-multiplane-ophys-740067-2024-10-15-09-09-41_ophys.nwb	6489571396	2233	26	14
sub-770962/sub-770962_ses-multiplane-ophys-770962-2025-03-05-14-31-14_ophys.nwb	7164584156	3109	35	24
sub-749014/sub-749014_ses-multiplane-ophys-749014-2025-01-16-11-42-43_ophys.nwb	4393479996	1915	16	12
sub-784492/sub-784492_ses-multiplane-ophys-784492-2025-06-02-14-55-42_ophys.nwb	6004385128	1680	16	12
sub-770966/sub-770966_ses-multiplane-ophys-770966-2025-05-14-12-14-46_ophys.nwb	8051243792	3205	25	21
sub-741824/sub-741824_ses-multiplane-ophys-741824-2024-11-12-12-05-38_ophys.nwb	5776236736	3140	27	22
sub-745909/sub-745909_ses-multiplane-ophys-745909-2024-12-12-09-17-17_ophys.nwb	9083960308	2362	20	13
sub-770194/sub-770194_ses-multiplane-ophys-770194-2025-04-20-12-16-55_ophys.nwb	5824906716	1646	16	12
sub-749013/sub-749013_ses-multiplane-ophys-749013-2024-11-15-14-29-34_ophys.nwb	5761992548	2186	18	13
sub-766757/sub-766757_ses-multiplane-ophys-766757-2025-02-18-11-52-59_ophys.nwb	12949512332	2247	23	14
