region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	6219213024	32784	408	289
MEX/CMX	797050568	1636	261	117
VPN	853287832	1358	99	52
AWS/ap-southeast-1	198405456	58	58	0
GitHub	7925442172	28716	2861	2799
CAN/ON	332531856	35	35	0
AWS/us-east-1	381226068	69	25	19
USA/MA	7226340672	2377	4	67
CHN	371720044	78	70	8
AWS/us-east-2	34082976	5	5	0
CHE/VD	12743072	42	7	6
EST/37	3278352	1	1	0
USA/IL	14440144	48	2	2
USA/VA	60880112	175	3	1
GCP/us-central1	130361888	14	14	0
USA/TX	18979464	1	1	0
USA/CA	8491088	13	4	3
USA/WA	1024	1	0	1
FRA/IDF	4967244	15	3	3
USA/CO	3941720	1	1	0
DEU/SL	3941720	1	1	0
