region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	17601622504	3353	5	1
USA/OK	83925477928	377	12	4
USA/MA	124581580184	2445	0	20
AWS/us-east-1	54354636092	6488	11	4
VPN	55966532833	69	42	13
USA/MD	40067832	32	10	4
HUN/SO	6291456	3	0	3
GitHub	72358560	120	38	29
AWS/ap-southeast-1	27185820	6	6	0
USA/CA	16325017304	16	8	3
TWN/TXG	55770644872	5	5	0
MEX/CMX	30742632	69	25	14
CHN	36763560376	7013	0	3
CHE/VD	2146496	6	2	1
USA/IL	2010360	6	2	2
FRA/IDF	5643540	9	3	3
USA/MI	101238532	1	1	0
HKG	9302136	2	2	0
BRA/RS	16442508	1	1	0
PAK/PB	4913100	1	1	0
CHL/RM	1113636	1	1	0
GBR/ENG	15394380	1	1	0
USA/WI	502188508	2	2	0
