region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	250618640	56	8	3
GCP/us-central1	435637560	8	8	0
MEX/CMX	70141123	38	7	6
CHN	54454695	11	0	1
GBR/SCT	194749698	11	5	1
USA/CA	313953115	12	8	2
GitHub	163515265	322	50	49
AWS/us-east-2	33483175	7	0	1
GCP/us-west3	54454695	1	1	0
ITA/45	33483175	7	0	1
JPN/13	217818780	4	4	0
USA/MA	340285400	71	1	3
USA/TX	171618093	4	4	0
AWS/us-east-1	228094576	20	6	2
USA/GA	54454695	1	1	0
GCP/us-west1	54454695	1	1	0
PRT/11	108909390	2	2	0
CAN/ON	54454695	1	1	0
USA/IL	56498207	13	2	1
CHN/SH	54454695	1	1	0
BRA/SP	54454695	1	1	0
GCP/us-east4	54454695	1	1	0
GCP/us-east1	54454695	1	1	0
USA/MD	4331804	3	1	1
GCP/us-west4	54454695	1	1	0
USA/NC	54454695	1	1	0
EST/37	54454695	1	1	0
CHE/VD	2653424	10	2	1
USA/NY	163364085	3	3	0
KOR/29	54454695	1	1	0
FRA/IDF	3431244	9	3	3
