week_start	Microscopy
2025-07-07	3606164177
2025-07-28	3606164177
2025-08-04	358
2025-08-25	179
2025-09-01	988095310
2025-09-08	407286277
2025-09-22	179
2025-09-29	4877508666
2025-10-06	1514508128
2025-12-22	571890263
2026-02-02	3606164535
2026-02-16	829
2026-02-23	262631
2026-03-02	436999290
2026-03-09	251383
2026-03-16	73
2026-03-23	361
2026-04-06	790
2026-04-13	181
2026-04-20	48
2026-04-27	311
2026-05-11	996483
2026-05-25	2148
2026-06-08	76068
2026-06-15	2945347
