region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	120994344	395	85	68
VPN	36881800	128	29	27
JPN/26	50697264	41	41	0
AWS/us-east-1	22365424	18	18	0
SGP	2124632	1	1	0
USA/MO	5966416	5	5	0
IND/WB	6527672	6	6	0
USA/MA	9869708	24	0	12
USA/CA	88512	4	0	1
KOR/41	269104	3	0	1
USA/IL	2305844	7	2	2
FRA/IDF	2605368	9	3	3
MEX/CMX	868456	3	1	1
