week_start	Neurophysiology
2025-03-24	181882992768
2025-03-31	29688874380
2025-04-07	2437032424
2025-04-14	1541757120
2025-04-21	180622044792
2025-07-21	11751249448
2025-07-28	67510993672
2025-08-04	24011869376
2025-08-11	33643078904
2025-08-18	13004210920
2025-08-25	10691382688
2025-09-01	21302432543
2025-09-08	42953371280
2025-09-15	1214970948
2025-09-22	3795924368
2025-09-29	8006112
2025-10-06	19307460
2025-10-20	1454310496
2025-12-08	10316943792
2025-12-15	196227312388
2025-12-22	12658259960
2025-12-29	7729378424
2026-01-05	25088658368
2026-01-12	99283539108
2026-01-19	43239568152
2026-01-26	60641426712
2026-02-02	26208363304
2026-02-16	3429402676
2026-02-23	367376320
2026-03-02	461357516
2026-03-09	106651132
2026-03-16	849984020
2026-03-23	11441280
2026-04-13	113185776
2026-04-20	917350544
2026-05-11	342668684
2026-05-18	2463180612
