region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	2077040871893	247743	107	138
USA/MA	3157826805	603	26	89
VPN	2043068678	832	365	71
AWS/ap-southeast-1	182244508	103	103	0
AWS/us-east-2	107482291	17	17	0
GitHub	3319991077	8130	1280	806
NLD/UT	64563365	1002	1	92
JPN/26	853260824	134	134	0
GCP/asia-south1	1408660	6	1	1
KOR/27	3812228	14	3	3
KOR/11	1261204	5	1	1
CAN/ON	19625644	11	6	1
CAN/BC	2547712	2	2	0
GCP/us-central1	78574049	54	11	6
USA/IL	8725972	10	2	2
MEX/CMX	15202272	20	5	2
CHE/VD	1326712	5	1	1
USA/MD	3244080	1	0	1
FRA/IDF	5934396	12	3	3
USA/CA	64699859	125	1	2
USA	15598107	15	0	1
GCP/us-west4	55829621	49	6	6
GCP/asia-southeast1	54978017	49	6	6
GCP/us-east1	47903153	49	6	6
GBR/ENG	731112	13	0	1
USA/NY	110217394	6	1	1
