region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	671455918	2662	162	124
VPN	1150748693	961	138	71
CHN	341413623	39	37	2
USA/MA	645451691	121	0	57
USA/NC	143683082	20	20	0
AWS/ap-southeast-1	70439540	18	18	0
USA	28596460	3	3	0
AWS/us-east-1	18912786	2	2	0
MEX/CMX	80351092	309	52	51
AWS/us-east-2	18912786	2	2	0
USA/VA	86342549	14	14	0
USA/TX	20401993	8	8	0
AWS/us-west-2	28796660	71	6	2
USA/WA	8970808	9	2	2
BRA/MG	4847592	1	1	0
BRA/SP	5371656	1	1	0
DZA/17	4127004	1	1	0
BRA/RJ	6419784	1	1	0
BGD/D	9683674	1	1	0
VNM/SG	5175132	1	1	0
IDN/JB	917112	1	1	0
UKR/32	9363527	1	1	0
VEN/V	9363527	1	1	0
VNM/34	9363527	1	1	0
USA/IL	69680674	35	9	2
MAR/04	5371656	1	1	0
SGP	7271388	1	1	0
UKR/61	9387286	1	1	0
JOR/AM	1441176	1	1	0
USA/CA	13703936	15	4	4
VNM/HN	31987510	4	4	0
GCP/us-central1	47489294	5	5	0
JPN/13	8292942	18	1	1
USA/NH	9340082	1	1	0
EST/37	9340082	1	1	0
CHN/SH	18907086	2	2	0
CHE/VD	2448624	8	2	1
BGD/A	9340082	1	1	0
ARG/H	9340082	1	1	0
PAK/PB	2947860	2	2	0
CHN/BJ	1289820	4	1	1
FRA/IDF	13826676	12	3	3
VNM/68	8843580	1	1	0
