region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	145319475	48	48	0
AWS/us-east-1	540270233	149	149	0
USA/MA	191260038	31	0	31
VPN	78793160	16	16	0
AWS/us-east-2	31130271	5	5	0
USA/CA	7854580	3	0	1
