asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable7.mp4	65710828	19	15	2
m1_lesion_data/mouse/stroke_expt/s2t/moseq_data/all/2024_07_02-22_23_34/grid_movies/syllable5.mp4	79864612	22	18	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable2.mp4	94577940	23	15	4
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable4.mp4	75472267	20	15	3
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable9.mp4	70580370	19	15	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable1.mp4	55077407	17	13	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable5.mp4	66297845	17	13	2
001782/m1_lesion_data/mouse/stroke_expt/s2t/moseq_data/all/2024_07_02-22_23_34/grid_movies/syllable0.mp4	63677442	17	13	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable6.mp4	35221545	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable4.mp4	36177879	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable6.mp4	33336672	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable5.mp4	29602407	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable7.mp4	40875360	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable9.mp4	22271091	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable8.mp4	40376613	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable5.mp4	33997765	10	5	3
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable2.mp4	35027808	10	6	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable2.mp4	26267514	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable7.mp4	45389312	10	5	3
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable8.mp4	35763840	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable4.mp4	32325543	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable3.mp4	32532417	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2t/moseq_data/all/2024_07_02-22_23_34/grid_movies/syllable1.mp4	29324463	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable3.mp4	41106352	11	5	4
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid_movies/syllable3.mp4	35147336	10	5	3
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/post_lesion/syllable9.mp4	40332780	9	5	2
001782/m1_lesion_data/mouse/stroke_expt/s2/moseq_data/all/2024_06_27-21_12_28/grid/pre_lesion/syllable6.mp4	32876052	9	5	2
m1_lesion_data/mouse/stroke_expt/s2t/moseq_data/all/2024_07_02-22_23_34/grid_movies/syllable11.mp4	36927027	11	7	2
