region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	751591331	1063	1062	1
USA/MA	307246091	442	6	424
VPN	1699536248	2457	2390	33
AWS/ap-southeast-1	392022693	554	554	0
GCP/us-west1	2093338	3	3	0
USA	112576573	159	159	0
USA/NC	203141180	287	287	0
AWS/us-east-1	439167945	621	621	0
GitHub	3034842865	11829	3026	2511
CHN/SH	204577738	289	289	0
USA/CA	533104377	1764	580	578
AWS/us-east-2	36149364	51	51	0
AWS/ap-south-1	705007	1	1	0
VNM/SG	16345640	23	23	0
USA/NY	111404094	429	104	101
GCP/us-east1	1440315	2	2	0
CRI/H	1440000	2	2	0
MEX/MIC	1421612	2	2	0
USA/CO	708950	1	1	0
TUR/38	717151	1	1	0
BGD	9935955	14	14	0
MEX/NLE	2132454	3	3	0
IDN/YO	4173336	6	6	0
KAZ/15	695606	1	1	0
ARG/B	4042171	6	5	1
PAK/PB	5616293	8	8	0
VNM/20	719735	1	1	0
KEN/30	7183352	22	8	1
MEX/CMX	44568859	147	49	47
PAK/SD	2841321	4	4	0
HND/CR	704450	1	1	0
ISR/TA	704450	1	1	0
VNM/34	723459	1	1	0
GEO/TB	723459	1	1	0
VNM/HN	14232090	20	20	0
VNM/52	1403097	2	2	0
TUR/39	705941	1	1	0
IDN/JB	1411609	2	2	0
BRA/RS	2119312	3	3	0
IDN/SU	705941	1	1	0
EST/37	680118	1	1	0
CHE/VD	1769836	6	2	1
NPL/P3	1419826	2	2	0
USA/AZ	712981	1	1	0
VNM/45	1422028	2	2	0
UKR/46	710939	1	1	0
ZWE/HA	718877	1	1	0
PHL/00	2341640	4	3	1
EGY/C	1429940	2	2	0
FRA/NAQ	708590	1	1	0
CHL/RM	2836459	4	4	0
COL/DC	2834240	4	4	0
ARG/L	703657	1	1	0
SGP	5005998	7	7	0
MEX/DUR	728403	1	1	0
GBR/SCT	837601	9	1	1
PAK	1388256	2	2	0
IND/TS	1402041	2	2	0
AZE/YE	725801	1	1	0
BRA/RJ	2870967	4	4	0
ETH/AA	2120097	3	3	0
ESP/MD	707192	1	1	0
URY/MO	2852790	4	4	0
VNM	6384557	9	9	0
VEN/A	1435562	2	2	0
PRT/13	729941	1	1	0
NPL	1401456	2	2	0
ZAF/KZN	2116915	3	3	0
MEX/MEX	1431821	2	2	0
COL/NAR	705123	1	1	0
VEN	1424693	2	2	0
AZE/BA	705123	1	1	0
SAU/02	701278	1	1	0
IDN/JI	1393192	2	2	0
NGA/LA	680977	1	1	0
UZB/TK	4213516	6	6	0
PHL/12	721481	1	1	0
VNM/39	693944	1	1	0
VNM/13	693944	1	1	0
IDN/LA	705464	1	1	0
MAR/01	697060	1	1	0
KAZ/75	697060	1	1	0
IND/UP	697060	1	1	0
MEX/TAB	697060	1	1	0
TUR/27	692849	1	1	0
IRQ/BG	7767168	11	11	0
VNM/HP	2114578	3	3	0
LBN/BA	696542	1	1	0
ECU/P	707516	1	1	0
BRA/SP	2848537	4	4	0
GCP/us-central1	3616931	5	5	0
BGD/D	698619	1	1	0
BOL/L	698619	1	1	0
USA/IL	2549232	7	3	2
BRA/CE	711703	1	1	0
USA/TX	716051	1	1	0
UKR/53	716051	1	1	0
TUR/60	716051	1	1	0
DZA/15	1429818	2	2	0
HKG	8572951	12	12	0
VEN/M	698679	1	1	0
TUR/34	1392651	2	2	0
JAM/01	695959	1	1	0
CHN/BJ	717135	1	1	0
USA/MD	707432	1	1	0
PRY/11	709215	1	1	0
JOR/AM	1417634	2	2	0
BGR/17	711691	1	1	0
BGR/16	704076	1	1	0
USA/WA	3254642	8	4	2
AWS/us-west-2	6098290	22	6	2
BRA/MG	1425123	2	2	0
MEX/HID	709734	1	1	0
VEN/L	1422008	2	2	0
TUN/12	719242	1	1	0
ETH	719242	1	1	0
LVA/022	719242	1	1	0
CHL/AR	694137	1	1	0
IRQ/NI	709008	1	1	0
JOR	1431259	2	2	0
BRB/08	703835	1	1	0
ARG/M	695695	1	1	0
USA/VA	1561242	10	2	1
PRY/ASU	705663	1	1	0
ECU/G	1417258	2	2	0
GEO/IM	705663	1	1	0
URY/MA	730373	1	1	0
MAR/07	693972	1	1	0
VNM/68	1413898	2	2	0
USA/FL	2169472	3	3	0
SAU/09	722449	1	1	0
IRQ/BB	719570	1	1	0
FRA/IDF	2776464	9	3	3
BOL/C	712215	1	1	0
COL/VAC	1434088	2	2	0
COL/TOL	712215	1	1	0
VEN/V	712215	1	1	0
HND/CP	722095	1	1	0
COL/ATL	1415817	2	2	0
IND/DL	722095	1	1	0
IND/MZ	722095	1	1	0
JAM/04	701134	1	1	0
COG/BZV	701134	1	1	0
SEN/DK	724391	1	1	0
VEN/S	724391	1	1	0
LKA/1	724391	1	1	0
GBR/ENG	2124750	3	3	0
ECU/A	697419	1	1	0
IRQ/MA	697419	1	1	0
BLR/HM	1425864	2	2	0
THA/10	728270	1	1	0
ARG/P	697594	1	1	0
THA/30	725033	1	1	0
MYS/10	725033	1	1	0
VEN/I	725033	1	1	0
VNM/51	703663	1	1	0
RUS/ROS	723107	1	1	0
ARE/SH	723107	1	1	0
ZAF/GP	1422452	2	2	0
JOR/AZ	706383	1	1	0
ARG/C	1440881	2	2	0
KWT/KU	729286	1	1	0
BOL/S	706331	1	1	0
BRA/PR	1402627	2	2	0
IND/MH	708950	1	1	0
IRQ	2117526	3	3	0
SRB/00	708950	1	1	0
VNM/22	708950	1	1	0
PAK/KP	693853	1	1	0
ARE/DU	696572	1	1	0
URY/CA	709523	1	1	0
ECU/I	709523	1	1	0
USA/NM	693813	1	1	0
HND/FM	719926	1	1	0
COL/NSA	719926	1	1	0
BRA/SC	1446624	2	2	0
LTU/VL	722178	1	1	0
VNM/DN	722178	1	1	0
BRA/RR	708419	1	1	0
GAB/1	705334	1	1	0
MDA/CU	705334	1	1	0
BRA/PE	2086487	3	3	0
IND/BR	680386	1	1	0
IRL/M	680386	1	1	0
VEN/G	695019	1	1	0
GTM	695019	1	1	0
BRA/BA	1385670	2	2	0
BRA/AM	681607	1	1	0
VNM/35	681607	1	1	0
MAR/02	723511	1	1	0
BGD/B	713999	1	1	0
DEU/HE	711089	1	1	0
USA/NH	1017934	4	1	1
ALB	713767	1	1	0
COL/BOY	713122	1	1	0
VNM/61	692837	1	1	0
KAZ/59	715506	1	1	0
BGD/C	2111264	3	3	0
PHL/40	686472	1	1	0
TTO/SFO	700610	1	1	0
UKR/56	700610	1	1	0
VNM/63	726797	1	1	0
KEN	726797	1	1	0
BRA/ES	693722	1	1	0
MEX/ROO	693722	1	1	0
GTM/01	693722	1	1	0
CRI/SJ	726125	1	1	0
MEX/GUA	705097	1	1	0
ARG/A	704063	1	1	0
MAR/06	726698	1	1	0
ZAF/WC	726698	1	1	0
COG	719793	1	1	0
XK	720729	1	1	0
VNM/26	712743	1	1	0
OMN/MA	714723	1	1	0
MMR	714723	1	1	0
BWA/GA	714723	1	1	0
