asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-406003368101456514/sub-406003368101456514_ses-20240531T214256_ophys.nwb	3226286635	254	34	13
sub-17907404732601991612/sub-17907404732601991612_ses-20240604T232931_ophys.nwb	3810053614	290	49	16
sub-3791751396513417956/sub-3791751396513417956_ses-20220125T150834_ophys.nwb	4739396070	264	27	11
sub-4232970597557975023/sub-4232970597557975023_ses-20220118T204625_ophys.nwb	3286590188	831	36	20
sub-8615894264022324876/sub-8615894264022324876_ses-20220630T174348_ophys.nwb	3641085500	289	29	11
sub-1894775023488067975/sub-1894775023488067975_ses-20210405T202040_ophys.nwb	7853907942	353	19	11
sub-16317652126919053758/sub-16317652126919053758_ses-20220517T172415_ophys.nwb	5568572315	377	28	15
sub-14662285947082191123/sub-14662285947082191123_ses-20210922T153352_ophys.nwb	3298095340	218	24	12
sub-12907920132511000057/sub-12907920132511000057_ses-20200312T121218_ophys.nwb	5532394181	909	38	21
sub-2270372913259368854/sub-2270372913259368854_ses-20220511T233051_ophys.nwb	4587435332	324	41	15
sub-10532689533004172515/sub-10532689533004172515_ses-20230208T174952_ophys.nwb	4770549234	557	32	18
sub-1250843145291779140/sub-1250843145291779140_ses-20220523T163607_ophys.nwb	3973799689	848	41	25
sub-15218638887915744219/sub-15218638887915744219_ses-20240531T195601_ophys.nwb	2738157840	584	39	24
sub-17894349948283419653/sub-17894349948283419653_ses-20240509T180447_ophys.nwb	2885246314	184	21	10
sub-1753266216404805688/sub-1753266216404805688_ses-20230729T002006_ophys.nwb	5516155987	343	33	16
sub-12657231520037522597/sub-12657231520037522597_ses-20220124T233348_ophys.nwb	3873395024	843	35	24
sub-13967012417272581085/sub-13967012417272581085_ses-20220614T162622_ophys.nwb	6438880338	401	25	11
sub-3080465092053494711/sub-3080465092053494711_ses-20220729T155121_ophys.nwb	6313384367	989	43	24
sub-6565258515315855686/sub-6565258515315855686_ses-20220707T200805_ophys.nwb	3052712642	276	27	11
