region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	21390086556	52993	8765	7106
VPN	25224809502	8505	7729	152
USA/CA	8251196481	2439	2423	5
CHN	11664691914	4448	4273	45
GitHub	14739082816	46158	7504	6297
FRA/BFC	4113404476	1223	1223	0
USA/MA	5342695256	1747	342	1367
USA/DC	1816584557	844	844	0
AWS/us-east-1	5374727436	1989	1905	42
AWS/ap-southeast-1	4314974390	2453	2453	0
CAN/ON	4107349822	1223	1223	0
USA	3196934603	886	850	12
JPN/13	4106891054	1222	1222	0
USA/NY	4108616222	1225	1224	1
AWS/us-east-2	814764326	243	243	0
AWS/ap-south-1	275136	1	1	0
KOR/11	140375880	240	240	0
GCP/us-west1	7901789	3	3	0
BGD/B	2062936	2	2	0
TUR/35	295200	1	1	0
TUN/51	2685828	1	1	0
MEX/CMX	49159743	164	50	48
BGD	29923885	14	14	0
IND/TS	14735024	2	2	0
CRI/A	2765976	2	2	0
VNM/18	8843580	1	1	0
MAR/05	8188500	1	1	0
CHE/VD	29903320	142	43	21
VNM/72	5964529	1	1	0
VNM	21535361	6	6	0
IRQ/NI	1703208	1	1	0
HKG	17843534	11	11	0
VNM/52	11945814	2	2	0
GBR/ENG	12869768	4	4	0
IRQ	7260383	2	2	0
PAN/8	7407055	2	2	0
KEN/30	8618979	5	5	0
BRA/SC	4258020	1	1	0
HND/CR	6231047	1	1	0
BRA/SP	29884595	9	9	0
HRV/21	6262572	1	1	0
VNM/DN	14013384	5	5	0
VNM/SG	48231066	27	27	0
VNM/34	1362592	1	1	0
IRQ/BA	3192488	2	2	0
VNM/68	7799914	3	3	0
BRA/BA	8139581	4	4	0
BRA/PR	1057717	1	1	0
XK	375456	1	1	0
ARG/B	24676925	8	8	0
IDN/JK	1086496	3	3	0
VNM/HN	77706297	34	34	0
BRA/RJ	5175132	1	1	0
ZAF/GP	10355896	6	6	0
SGP	33602644	11	11	0
GCP/us-central1	14043814	7	7	0
MAR/09	286032	1	1	0
PAK/SD	1995693	2	2	0
UZB/TK	7642975	3	3	0
AGO/LUA	383448	1	1	0
OMN/MA	383448	1	1	0
COL/DC	1861888	4	4	0
ECU/G	989068	1	1	0
BRA/AM	989068	1	1	0
VNM/13	1542960	4	4	0
USA/MD	65554964	80	16	7
DEU/NW	2400632	12	3	3
VNM/56	12289472	2	2	0
VNM/CT	6270623	1	1	0
PAK/KP	8181655	3	3	0
MAR/06	12128101	2	2	0
IRQ/BG	17537589	6	6	0
CHL/LI	4978608	1	1	0
IDN/BT	5044116	3	3	0
USA/WA	2058112	6	6	0
ARG/N	417096	1	1	0
ARG/X	1895319	2	2	0
MKD	313256	1	1	0
ESP/MC	6085783	1	1	0
VNM/45	829128	1	1	0
JOR	7458072	3	3	0
UKR/51	6338169	2	2	0
BRA/SE	6018849	1	1	0
RUS/KYA	917112	1	1	0
ZAF/WC	9583316	4	4	0
EGY/C	2358288	1	1	0
GUY/DE	2030748	1	1	0
MAR/01	6348706	1	1	0
VNM/39	6350889	2	2	0
PAK/PB	29889058	8	8	0
PSE	1176008	1	1	0
VNM/37	1051776	3	3	0
FRA/OCC	366880	1	1	0
BGD/C	2236713	3	3	0
DZA/06	349704	1	1	0
TUR/79	323208	1	1	0
VNM/20	6739637	3	3	0
BRA/PB	1081095	1	1	0
ZAF/KZN	6898334	2	2	0
IDN/SN	5839205	1	1	0
SAU/02	4978608	1	1	0
BGD/A	5839205	1	1	0
URY/MO	2266638	2	2	0
CRI/SJ	1043070	1	1	0
SLV/SS	6370528	1	1	0
BRA/MG	2685828	1	1	0
MEX/NLE	6370528	1	1	0
ESP/VC	6370528	1	1	0
ETH/OR	336200	1	1	0
VEN/K	300824	1	1	0
VNM/24	546888	1	1	0
DNK/84	19252114	3	3	0
IDN/YO	2179552	4	4	0
BRA/PE	279072	1	1	0
MEX/SIN	295712	1	1	0
MAR/07	1310160	1	1	0
FRA/PAC	5989536	1	1	0
MEX/JAL	5989536	1	1	0
CIV/AB	3485361	2	2	0
VEN/A	1021392	3	3	0
CHL/RM	4265060	2	2	0
SAU/03	2089832	2	2	0
JAM/01	503816	1	1	0
DZA/03	310824	1	1	0
UZB/SA	310824	1	1	0
PHL/03	13091473	1	1	0
IND/MH	1	1	0	1
IRQ/NA	2181870	2	2	0
ARE/FU	6055176	1	1	0
GBR/NIR	6055176	1	1	0
LBN	3209892	1	1	0
IDN/JT	2227272	2	2	0
MYS/14	6841547	3	3	0
CHL/MA	6133187	1	1	0
VNM/66	1081292	1	1	0
DOM/25	1081292	1	1	0
CHL/AR	6137921	1	1	0
IND/CH	6075445	1	1	0
BRA/CE	6075445	1	1	0
PHL/00	7199919	2	2	0
BRA/RS	6375834	2	2	0
IDN/SS	593704	1	1	0
TUN/34	593704	1	1	0
