region	bytes_sent
US/Maryland	157764369079
US/California	54750001162
AWS/us-east-2	50532697096
DE/Hesse	37574993485
US/Massachusetts	28299658521
CN/Shanghai	28299658521
NL/North Holland	27171944791
CN/Tianjin	23579848199
AWS/us-east-1	18205270171
CA/Ontario	18173614543
US/New Mexico	16112337911
DE/Lower Saxony	14358413524
VPN	10819427510
HK/Hong Kong	10126043978
US/New York	7350319824
US/Virginia	7225661726
GitHub	6217095741
US/Iowa	5271640372
US/Ohio	3601683360
CA/Quebec	1411876948
US/Rhode Island	1063553935
SE/Stockholm	434908805
CL/Valparaíso	303475648
IT/Lombardy	71041940
US/District of Columbia	32888348
HU/Budapest	25749232
CH/Zurich	25019228
IT/Veneto	21568300
CH/Vaud	15927360
