region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	46455290695	5254	356	71
VPN	20061457205	637	179	64
CHN	18664611790	994	109	52
FRA/IDF	5230868914	304	60	21
USA/WV	3159026638	23	23	0
GBR/ENG	7126059678	163	53	23
USA/MA	8474100108	389	41	57
GitHub	11488631114	3414	202	127
GBR/SCT	13274418300	336	5	35
AWS/ap-southeast-1	217714924	37	37	0
AWS/us-east-1	3566520268	728	72	46
CAN/ON	5279372520	31	31	0
USA/DC	2588227290	495	51	19
USA/IL	3171628856	41	25	2
MEX/CMX	122474372	493	75	52
USA/MI	9291051242	76	67	3
TUR/34	2811538588	18	18	0
JPN/13	11839367365	222	74	7
CHE/VD	234723988	168	23	22
USA/WA	82574876	117	4	22
HKG	6368349160	55	55	0
AWS/us-east-2	229336688	1	1	0
IND	2933899378	3538	123	36
KOR/30	3524497926	212	3	30
AWS/ap-northeast-3	1791261205	15	14	1
USA/VA	795132768	607	38	23
AWS/ap-northeast-1	2882099722	32	27	3
DNK/84	1170881140	12	12	0
CAN/QC	3088305774	22	22	0
USA/NJ	6034771926	581	65	37
JPN/11	7907401688	344	25	13
MEX/MEX	2572020578	15	15	0
KOR/27	1561857262	1058	53	31
USA/CA	9742668800	690	42	30
AWS/us-west-2	5436340400	7735	101	63
DEU/BE	421964264	399	13	31
USA	431230702	515	47	23
JPN/16	2852889226	18	18	0
HKG/NKT	2923643106	20	0	19
IND/MH	78588028	2	2	0
GCP/us-central1	1725741534	667	24	4
CHE/ZH	132474362	72	14	13
MEX/ROO	3733956	1	1	0
JOR/AM	1965240	1	1	0
VNM/SG	20635020	2	2	0
VNM	851604	1	1	0
PRY/11	4651068	1	1	0
RUS/VOR	7205880	1	1	0
VEN/T	11201868	1	1	0
CHN/GD	855566300	31	13	1
USA/NM	487888855	65	14	9
MYS/14	743087134	6	6	0
CHN/SH	260754848	2	2	0
GCP/asia-south1	5909804	20	2	2
USA/GA	2240036	10	1	1
CHN/HB	40680468	12	12	0
CHN/ZJ	190033984	1	1	0
CHN/FJ	140816596	56	13	2
CAN/BC	151637828	41	1	1
NLD/ZH	332397088	32	4	2
GCP/asia-east1	1673422812	1038	15	5
URY/MO	63477252	5	5	0
GCP/us-west1	387178248	319	4	3
GCP/europe-west4	1119640380	886	12	2
GCP/us-west4	100223346	79	1	1
GCP/us-east4	813888392	466	10	1
GCP/asia-southeast1	100288854	79	1	1
KOR/41	124889754	2	2	0
ITA/25	47089810	26	1	1
JAM/14	7991976	1	1	0
GTM/01	9891708	1	1	0
FRA/GES	10808820	1	1	0
CHL/RM	68713540	18	4	1
USA/MD	149459113	17	3	2
DEU/HB	18014700	1	1	0
KNA/03	20855728	9	2	1
FRA/ARA	1801176	8	1	1
HUN/BU	258071338	2	2	0
QAT/DA	37339560	2	2	0
ITA/45	258071338	2	2	0
USA/TN	70720864	1	1	0
IDN/YO	10743312	2	2	0
KEN/30	5830212	1	1	0
TUN/12	8516040	1	1	0
DEU/BW	196606816	37	3	2
ZAF/MP	2030748	1	1	0
CHL	5895720	1	1	0
CHN/BJ	579438303	8572	0	7
ESP/VC	192767152	15	2	1
ROU/B	187350474	1	1	0
SGP	1	1	0	1
ZAF/GP	8974596	1	1	0
EST/37	61347328	1	1	0
ZAF/KZN	5961228	1	1	0
TUR/01	12905076	1	1	0
IRQ/BG	2358288	1	1	0
SYR	1113636	1	1	0
ARG/B	61347328	1	1	0
USA/FL	61420376	7	1	1
JPN/28	61347328	1	1	0
