date	bytes_sent	number_of_requests	number_of_downloads
2021-10-11	1656166654	340	<50
2021-10-12	26452426	<50	<50
2021-10-30	9328163	<50	<50
2021-11-01	46581354	<50	<50
2021-12-09	9483498	<50	<50
2021-12-14	42735404	<50	<50
2022-01-13	1656166654	180	180
2022-01-25	1656166654	180	180
2022-02-10	933413599	100	100
2022-02-16	1333184	3120	<50
2022-02-17	1333184	3120	<50
2022-02-18	1333184	3120	<50
2022-03-11	9328163	<50	<50
2022-03-25	1656166654	180	180
2022-04-12	4854832	8140	<50
2022-04-13	139725280	319580	<50
2022-04-14	238109848	554040	<50
2022-04-25	1656166654	180	180
2022-04-26	1333184	3120	<50
2022-05-02	1656166654	180	180
2022-05-17	1333184	3120	<50
2022-05-20	1656166654	180	180
2022-06-02	1656166654	180	180
2022-06-08	1665432631	180	180
2022-06-14	9265977	<50	<50
2022-06-27	5693296	<50	<50
2022-07-08	4113152	9600	<50
2022-07-12	135193752	<50	<50
2022-07-13	2264643981	260	260
2022-07-14	742004123	80	80
2022-07-15	170491452	<50	<50
2022-07-26	7489555	<50	<50
2022-07-31	61275803	<50	<50
2022-08-01	93819010	<50	<50
2022-08-02	176588481	<50	<50
2022-08-03	198854638	<50	<50
2022-08-04	6263797	<50	<50
2022-08-07	18679065	<50	<50
2022-08-08	276002599	<50	<50
2022-08-09	240739687	<50	<50
2022-08-10	141180151	<50	<50
2022-08-11	259115245	<50	<50
2022-08-12	254549933	<50	<50
2022-08-13	161274450	<50	<50
2022-08-14	209707540	60	60
2022-08-16	14979110	<50	<50
2022-08-18	22468665	<50	<50
2022-08-19	14979110	<50	<50
2022-08-20	14979110	<50	<50
2022-08-21	37447775	<50	<50
2022-08-22	14979110	<50	<50
2022-08-23	74016097	<50	<50
2022-08-24	306585507	<50	<50
2022-08-25	250215534	<50	<50
2022-08-26	339183081	<50	<50
2022-08-27	345126980	<50	<50
2022-08-28	451258022	<50	<50
2022-08-29	322277299	<50	<50
2022-08-30	210002422	<50	<50
2022-08-31	123187909	<50	<50
2022-09-01	60244426	<50	<50
2022-09-05	9475993	<50	<50
2022-09-06	20646220	<50	<50
2022-09-10	61938660	<50	<50
2022-09-11	61938660	<50	<50
2022-10-20	1656166654	180	180
2022-10-25	1656166654	180	180
2022-12-18	1656166654	180	180
2023-01-07	45141231	<50	<50
2023-01-10	18916756	<50	<50
2023-02-07	1656166654	180	180
2023-02-15	9265977	<50	<50
2023-02-16	27797931	<50	<50
2023-02-17	15183324	<50	<50
2023-02-18	37175802	<50	<50
2023-02-19	5693296	<50	<50
2023-02-21	8916677	<50	<50
2023-02-22	27810428	<50	<50
2023-02-23	70436757	<50	<50
2023-02-25	18721646	<50	<50
2023-03-02	1665432631	180	180
2023-03-06	1656166654	180	180
2023-03-31	1792226238	200	200
2023-04-11	5693296	<50	<50
2023-04-12	64964113	<50	<50
2023-04-13	46066954	<50	<50
2023-04-14	18469389	<50	<50
2023-04-15	28503521	<50	<50
2023-04-19	9278841	<50	<50
2023-05-08	5693296	<50	<50
2023-05-09	46665830	<50	<50
2023-05-14	10323110	<50	<50
