region	bytes_sent
GitHub	37000957611
US/California	6911078821
US/Wisconsin	5240619130
US/Oklahoma	4968499962
AWS/us-east-1	3737033432
CN/Shanghai	3712510009
US/Massachusetts	3340382708
CA/Quebec	3330890990
CN/Fujian	3312333308
AU/South Australia	3312333308
CH/Vaud	3312333308
CN/Guangdong	3294112615
AWS/us-east-2	2343118931
NL/North Holland	2081688684
CA/Ontario	1701307885
US/New York	1683820805
JP/Aichi	1674698608
TR/Bursa Province	1668254448
US/Texas	1665432631
US/Illinois	1656166654
US/New Mexico	1656166654
CN/Yunnan	1656166654
GCP/us-west1	1656166654
GCP/us-east1	1656166654
DE/North Rhine-Westphalia	1656166654
CN/Beijing	1656166654
CH/Zurich	1656166654
VPN	1214724803
AWS/ap-southeast-1	467539721
GB/England	222884274
HK/Hong Kong	107290349
GCP/us-central1	106976267
PT/Lisbon	80019812
US/Maryland	65355737
CA/British Columbia	52359126
US/Rhode Island	27836523
NO/Oslo	23406480
IN/Maharashtra	20646220
DE/Baden-Wurttemberg	18916756
IN/Uttar Pradesh	18699991
IN/Punjab	10323110
IT/Lombardy	9483498
US/Washington	9328163
CH/Geneva	9265977
AT/Vienna	7752435
VN/Ho Chi Minh	7489555
VN/Kiên Giang Province	7489555
