region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	14377535252	1734	0	39
USA	49274492320	9215	248	104
CHN	170707917101	11703	10	250
USA/IL	3624859164	130	107	2
GitHub	17257112239	54904	2480	2007
USA/MA	226207072399	4958	199	335
AWS/us-east-1	111787426177	13174	411	271
VPN	113045481689	2002	1146	287
ITA/45	7795063120	1583	0	185
AWS/ap-southeast-1	3089160756	604	604	0
CAN/QC	30436553469	83	83	0
GCP/us-central1	105129691548	250	250	0
GCP/us-east1	44021376	5	5	0
NLD	30556415140	1347	66	66
GCP/us-west1	1143325461	2	2	0
JPN/28	97987026462	236	236	0
AWS/us-east-2	16185086281	56	48	1
IRQ/BA	1637700	1	1	0
USA/VA	2058307941	49	49	0
VEN/U	5371656	1	1	0
UZB/TK	19390368	2	2	0
PAK/PB	19128336	3	3	0
USA/MD	92499610	83	20	15
MEX/CMX	65023204	238	47	47
FRA/IDF	65927310	260	25	13
BGD	28692504	3	3	0
IND/UP	917112	1	1	0
VNM/SG	232815432	11	11	0
USA/NH	18196232	35	3	3
USA/GA	64	8	0	4
IDN	2554812	1	1	0
IDN/JI	2489304	1	1	0
VNM/HN	39566832	6	6	0
USA/MI	7729944	1	1	0
GBR/SCT	14804808	1	1	0
VNM/DN	10939836	1	1	0
USA/OH	14608284	1	1	0
IDN/SU	13691172	1	1	0
ETH/AA	3013368	1	1	0
HKG	30919776	5	5	0
VEN/L	1113636	1	1	0
ZAF/GP	5699196	1	1	0
VNM/21	10808820	1	1	0
ARG/B	10939837	3	2	1
IDN/BA	15132348	1	1	0
KAZ/75	12839568	1	1	0
BOL/L	1441176	1	1	0
PRY/10	7729944	1	1	0
IDN/YO	13560156	3	3	0
VNM/68	18735288	2	2	0
PSE/GZA	10808820	1	1	0
VNM/06	48868968	1	1	0
SGP	6812832	1	1	0
VNM/35	5633688	1	1	0
MEX/MEX	18538764	2	2	0
VNM/37	8843580	1	1	0
COL/DC	5502672	2	2	0
CHE/VD	5448205	22	2	2
UKR/23	16377000	1	1	0
VEN/V	10022724	2	2	0
BRA/SC	1113636	1	1	0
ARG/C	8516040	1	1	0
ARG/X	4323528	1	1	0
BRA/SP	9957216	2	2	0
VNM	5699196	1	1	0
GCP/us-west3	125735767	1	1	0
EST/37	125735767	1	1	0
USA/CA	28441713	13	4	3
IRQ/BG	18604272	3	3	0
DOM/01	8319516	1	1	0
DZA/17	9105612	1	1	0
PHL/40	9760692	1	1	0
UKR/18	1048128	1	1	0
DEU/BY	1548589855	8	4	1
VNM/20	9957216	1	1	0
ARG/E	3864972	1	1	0
CAN/ON	3340908	1	1	0
IND/DL	9564168	1	1	0
TUR/42	1	1	0	1
UKR	2030748	1	1	0
VEN/K	3340908	1	1	0
BRA/PB	9040104	1	1	0
ARG/U	1	1	0	1
BRA/MA	9040104	1	1	0
BGD/F	2685828	1	1	0
AZE/BA	4913100	1	1	0
BRA/RJ	5502672	1	1	0
BIH/BIH	15656412	1	1	0
BRA/MG	23255340	4	4	0
VEN/T	1703208	1	1	0
USA/TN	225628472	55	0	1
NGA/LA	12905076	1	1	0
USA/PA	14542776	1	1	0
ESP/MC	1	1	0	1
CHL/VS	12381012	1	1	0
UKR/71	13822188	1	1	0
PSE	4061496	1	1	0
IRQ	1703208	1	1	0
THA/10	12446520	1	1	0
UKR/68	14935824	1	1	0
VNM/56	8516040	1	1	0
MAR/01	9629676	1	1	0
PRY/11	7795452	1	1	0
NLD/ZH	987390780	3	3	0
USA/KS	63739284	1	1	0
USA/NY	7916860	16	1	1
USA/OR	917112	1	1	0
JOR/AM	13494648	2	2	0
ITA	16245984	1	1	0
BOL/S	1375668	1	1	0
SAU/02	3013368	1	1	0
IDN/JB	2358288	1	1	0
BRA/PR	3668448	1	1	0
BRA/BA	3602940	1	1	0
TUR/34	1244652	1	1	0
VNM/CT	55878324	1	1	0
AUT/6	19128336	1	1	0
MEX/AGU	2423796	1	1	0
TWN/TPE	621792910	1	1	0
