region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MD	39384204	125	21	2
GitHub	2053616	10	1	6
MEX/CMX	1056404	3	1	1
JPN/14	2627292	2	2	0
FRA/IDF	4698116	11	3	3
AWS/us-east-1	4206456	3	3	0
JPN/26	1513656	1	1	0
GCP/us-central1	1513656	1	1	0
