region	bytes_sent
GitHub	60616093580
US/Michigan	14341205362
GB/England	10682009609
GCP/us-central1	7673473132
PT/Lisbon	4722137312
FR/Provence-Alpes-Côte d'Azur	3541602984
US/Georgia	2379861900
US/Maryland	2088306962
AWS/us-east-2	1792636496
US/California	1786827433
CA/Quebec	1305679396
US/New York	1295742766
US/North Carolina	1180534328
IN/Maharashtra	1180534328
CH/Vaud	1180534328
US/Massachusetts	1180534328
BR/Rio de Janeiro	1180534328
CN/Shanghai	724836400
AU/Victoria	620860968
AWS/us-east-1	616353925
KR/Seoul	607429021
VN/Ho Chi Minh	590267164
VN/Kiên Giang Province	590267164
US/New Mexico	590267164
US/New Jersey	590267164
US/Indiana	590267164
NO/Oslo	590267164
TW/Taiwan	590267164
NL/North Holland	590267164
MX/Mexico City	590267164
DE/Saxony	590267164
CN/Tianjin	551621573
US/Pennsylvania	500736875
IN/Punjab	329092152
US/Illinois	213112076
VPN	192121804
US/Virginia	158743193
CN/Beijing	108323415
HU/Budapest	66355608
US/Rhode Island	56379732
RU/Moscow	23791025
DE/North Rhine-Westphalia	17076812
