week_start	Neurophysiology	Video
2023-02-06	0	61478803001
2023-02-13	0	1844341357570
2023-02-20	0	2123602886833
2023-03-06	0	41943040
2023-03-13	0	15016807348
2023-03-20	0	8238085620
2023-04-10	0	427823613946
2023-04-24	0	2128539492
2023-05-08	0	91313376812
2023-05-15	0	30742691
2023-06-05	0	153047147
2023-06-12	0	90651440963
2023-07-10	0	330689112
2023-07-31	0	49560274
2023-08-07	0	15001332
2023-09-11	0	262821120
2023-10-09	0	822842004
2023-10-16	0	143971664845
2023-10-23	0	167913197059
2023-10-30	0	278338528877
2023-11-06	0	157259839553
2023-11-13	0	1090563436
2023-11-20	0	1299584211
2023-11-27	0	210257928773
2023-12-04	0	674787639044
2023-12-11	0	6354276
2024-02-26	0	46859112
2024-03-04	0	7795452
2024-03-11	0	74815343
2024-03-18	0	68780474
2024-03-25	0	9433152
2024-04-01	0	28692504
2024-04-08	0	3033828440
2024-04-15	0	7795452
2024-04-22	0	87562926535
2024-05-06	0	29085552
2024-05-20	0	7860960
2024-06-03	0	48672444
2024-06-10	0	137370276
2024-06-17	0	383090784
2024-06-24	0	12970584
2024-07-01	0	55419768
2024-07-08	0	29968371757
2024-07-15	0	273618492
2024-07-22	0	5632237184
2024-07-29	0	7931250084
2024-08-05	0	981637380
2024-08-12	0	297864876
2024-08-19	0	777252420
2024-08-26	0	324047925297
2024-09-02	0	1342894149593
2024-09-09	0	1629383172654
2024-09-16	0	3141453056
2024-09-23	0	249979849
2024-09-30	0	51947844
2024-10-07	0	282594601
2024-10-14	0	48402217624
2024-10-21	0	19784056320
2024-10-28	0	49131000
2024-11-04	0	8254008
2024-11-11	0	469524508
2024-11-18	0	10221569608
2024-11-25	0	389248536
2024-12-02	0	12261986235
2024-12-23	0	40352928
2025-02-03	0	9957216
2025-02-10	0	81684791053
2025-02-17	0	46735946125
2025-02-24	0	4127004
2025-03-24	0	21435182832
2025-03-31	0	10022724
2025-04-07	0	7860960
2025-04-14	0	1947200827
2025-04-28	0	17316257
2025-05-05	0	27572747
2025-05-12	0	840293016
2025-06-16	0	3093178688
2025-06-30	0	165900044931
2025-07-07	0	69452107
2025-07-14	0	3071671732
2025-07-21	0	215392175221
2025-07-28	0	1290758029132
2025-08-04	0	952682268799
2025-08-11	0	934253718338
2025-08-18	0	398245955431
2025-08-25	0	487144742702
2025-09-01	0	640992623413
2025-09-08	0	471870427916
2025-09-15	0	64798917004
2025-09-22	0	227952213112
2025-09-29	0	130570908
2025-10-06	0	3747945032
2025-10-13	0	13171892
2025-10-20	0	9020569865
2025-10-27	0	54773230647
2025-11-03	0	972671144
2025-11-17	0	9891708
2025-11-24	0	915519496
2025-12-01	0	23484452839
2025-12-08	0	134951148728
2025-12-15	0	4192155015094
2025-12-22	0	268291984771
2025-12-29	0	567571791728
2026-01-05	0	419005331520
2026-01-12	236447213153	2021552303248
2026-01-19	327435429917	799903418285
2026-01-26	37938631782	1573484837537
2026-02-02	19047519628237	1284293464696
2026-02-09	27952988304487	1286455701874
2026-02-16	48169568992905	1762693744335
2026-02-23	1106816107388	182464816164
2026-03-02	3043700134902	176304529636
2026-03-09	135855120531	24626961853
2026-03-16	811645182803	60299087156
2026-03-23	303053063787	13075684900
2026-03-30	154639803687	32031916503
2026-04-06	49039956281	23653584290
2026-04-13	17238502278826	5912646415
2026-04-20	11353029233010	10847245453
2026-04-27	717667084074	1503539622
2026-05-04	7302610112412	33806881714
2026-05-11	3011052543414	384486415345
2026-05-18	62101450820	4941386999
2026-05-25	2393169333867	339313349536
2026-06-01	395259419551	785454077780
2026-06-08	260022761365	41082605567
2026-06-15	1076735268839	56897300147
2026-06-22	3018462522641	445301671005
2026-06-29	2573304462712	327708147318
2026-07-06	256170395730	640720450356
2026-07-13	4063759923995	1124023201855
2026-07-20	1275653064495	6473296904
2026-07-27	580203635938	6392789135
2026-08-03	321550743089	325100211608
2026-08-10	4535089137125	1253099608
