asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-PL033/sub-PL033_ses-4546cd60-fa2a-4d20-a9b6-d091e01d16f2_ecephys+image/sub-PL033_ses-4546cd60-fa2a-4d20-a9b6-d091e01d16f2_VideoLeftCamera.mp4	20028028278	959	14	8
sub-CSH-ZAD-026/sub-CSH-ZAD-026_ses-626126d5-eecf-4e9b-900e-ec29a17ece07_ecephys+image/sub-CSH-ZAD-026_ses-626126d5-eecf-4e9b-900e-ec29a17ece07_VideoBodyCamera.mp4	12385369669	654	33	16
sub-ibl-witten-18/sub-ibl-witten-18_ses-cae5cd75-55e5-4277-8db3-cf4d6c5ff918_ecephys+image/sub-ibl-witten-18_ses-cae5cd75-55e5-4277-8db3-cf4d6c5ff918_VideoBodyCamera.mp4	17642993844	808	32	12
sub-SWC-066/sub-SWC-066_ses-f4ffb731-8349-4fe4-806e-0232a84e52dd_ecephys+image/sub-SWC-066_ses-f4ffb731-8349-4fe4-806e-0232a84e52dd_VideoRightCamera.mp4	75430217493	3266	29	15
sub-KS086/sub-KS086_ses-e45481fa-be22-4365-972c-e7404ed8ab5a_desc-raw_ecephys.nwb	522010677032	25817	50	27
sub-NYU-37/sub-NYU-37_ses-7af49c00-63dd-4fed-b2e0-1b3bd945b20b_desc-processed_behavior+ecephys.nwb	23007481877	3316	106	72
sub-DY-009/sub-DY-009_ses-30e5937e-e86a-47e6-93ae-d2ae3877ff8e_desc-processed_behavior+ecephys.nwb	11395697074	3168	79	41
sub-SWC-060/sub-SWC-060_ses-81a1dca0-cc90-47c5-afe3-c277319c47c8_ecephys+image/sub-SWC-060_ses-81a1dca0-cc90-47c5-afe3-c277319c47c8_VideoRightCamera.mp4	93561482229	3214	32	13
sub-DY-020/sub-DY-020_ses-948fd27b-507b-41b3-bdf8-f9f5f0af8e0b_desc-raw_ecephys.nwb	577273349768	17906	36	21
sub-ibl-witten-27/sub-ibl-witten-27_ses-f304211a-81b1-446f-a435-25e589fe3a5a_desc-processed_behavior+ecephys.nwb	19353415495	4451	87	42
sub-SWC-058/sub-SWC-058_ses-9545aa05-3945-4054-a5c3-a259f7209d61_ecephys+image/sub-SWC-058_ses-9545aa05-3945-4054-a5c3-a259f7209d61_VideoLeftCamera.mp4	112194547404	6417	31	13
sub-DY-009/sub-DY-009_ses-a19c7a3a-7261-42ce-95d5-1f4ca46007ed_ecephys+image/sub-DY-009_ses-a19c7a3a-7261-42ce-95d5-1f4ca46007ed_VideoRightCamera.mp4	52886558277	2527	28	12
sub-MFD-09/sub-MFD-09_ses-ebce500b-c530-47de-8cb1-963c552703ea_desc-processed_behavior+ecephys.nwb	38575881538	5303	94	58
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-ff48aa1d-ef30-4903-ac34-8c41b738c1b9_desc-processed_behavior+ecephys.nwb	16923869336	2367	82	57
sub-UCLA034/sub-UCLA034_ses-3537d970-f515-4786-853f-23de525e110f_desc-raw_ecephys.nwb	269084737325	7784	39	25
sub-UCLA005/sub-UCLA005_ses-d57df551-6dcb-4242-9c72-b806cff5613a_desc-processed_behavior+ecephys.nwb	13641745949	2811	72	48
sub-DY-018/sub-DY-018_ses-cde63527-7f5a-4cc3-8ac2-215d82e7da26_desc-raw_ecephys.nwb	350104500368	12738	34	22
sub-SWC-038/sub-SWC-038_ses-03063955-2523-47bd-ae57-f7489dd40f15_ecephys+image/sub-SWC-038_ses-03063955-2523-47bd-ae57-f7489dd40f15_VideoLeftCamera.mp4	229463976397	9223	30	21
sub-KS046/sub-KS046_ses-69c9a415-f7fa-4208-887b-1417c1479b48_ecephys+image/sub-KS046_ses-69c9a415-f7fa-4208-887b-1417c1479b48_VideoRightCamera.mp4	105960946462	4959	35	14
sub-NYU-47/sub-NYU-47_ses-15948667-747b-4702-9d53-354ac70e9119_desc-raw_ecephys.nwb	717152817368	27408	41	29
sub-SWC-043/sub-SWC-043_ses-f3ce3197-d534-4618-bf81-b687555d1883_desc-processed_behavior+ecephys.nwb	14499432565	2662	65	39
sub-UCLA034/sub-UCLA034_ses-3537d970-f515-4786-853f-23de525e110f_desc-processed_behavior+ecephys.nwb	13847370021	2089	60	42
sub-ZFM-01576/sub-ZFM-01576_ses-9e9c6fc0-4769-4d83-9ea4-b59a1230510e_desc-processed_behavior+ecephys.nwb	17876467268	4789	87	54
sub-KS096/sub-KS096_ses-446f4724-1690-49f9-819a-2bd8e2ea88ce_desc-raw_ecephys.nwb	227357697814	22834	72	25
sub-CSHL059/sub-CSHL059_ses-d2f5a130-b981-4546-8858-c94ae1da75ff_desc-processed_behavior+ecephys.nwb	22705075964	4342	90	45
sub-ibl-witten-19/sub-ibl-witten-19_ses-4ddb8a95-788b-48d0-8a0a-66c7c796da96_desc-processed_behavior+ecephys.nwb	17949061713	4228	181	43
sub-NYU-46/sub-NYU-46_ses-72982282-e493-45ee-87ce-aa45cb3a3ec1_ecephys+image/sub-NYU-46_ses-72982282-e493-45ee-87ce-aa45cb3a3ec1_VideoLeftCamera.mp4	62309552470	3181	26	13
sub-KS051/sub-KS051_ses-0a018f12-ee06-4b11-97aa-bbbff5448e9f_ecephys+image/sub-KS051_ses-0a018f12-ee06-4b11-97aa-bbbff5448e9f_VideoLeftCamera.mp4	114919021841	5861	25	14
sub-DY-009/sub-DY-009_ses-3c851386-e92d-4533-8d55-89a46f0e7384_ecephys+image/sub-DY-009_ses-3c851386-e92d-4533-8d55-89a46f0e7384_VideoLeftCamera.mp4	104853338344	4740	31	15
sub-CSHL054/sub-CSHL054_ses-a71175be-d1fd-47a3-aa93-b830ea3634a1_ecephys+image/sub-CSHL054_ses-a71175be-d1fd-47a3-aa93-b830ea3634a1_VideoRightCamera.mp4	96745696329	3071	35	13
sub-NR-0028/sub-NR-0028_ses-5c0c560e-9e1f-45e9-b66e-e4ee7855be84_desc-processed_behavior+ecephys.nwb	35938468379	3751	71	42
sub-SWC-054/sub-SWC-054_ses-56b57c38-2699-4091-90a8-aba35103155e_ecephys+image/sub-SWC-054_ses-56b57c38-2699-4091-90a8-aba35103155e_VideoRightCamera.mp4	50883382210	2153	29	12
sub-DY-014/sub-DY-014_ses-4720c98a-a305-4fba-affb-bbfa00a724a4_ecephys+image/sub-DY-014_ses-4720c98a-a305-4fba-affb-bbfa00a724a4_VideoRightCamera.mp4	78141675087	2845	31	16
sub-NYU-47/sub-NYU-47_ses-288bfbf3-3700-4abe-b6e4-130b5c541e61_ecephys+image/sub-NYU-47_ses-288bfbf3-3700-4abe-b6e4-130b5c541e61_VideoRightCamera.mp4	99468824520	3047	33	12
sub-SWC-060/sub-SWC-060_ses-dac3a4c1-b666-4de0-87e8-8c514483cacf_desc-raw_ecephys.nwb	431944762912	16348	28	18
sub-CSHL052/sub-CSHL052_ses-3663d82b-f197-4e8b-b299-7b803a155b84_desc-processed_behavior+ecephys.nwb	44088356811	5586	90	59
sub-ZFM-01936/sub-ZFM-01936_ses-4aa1d525-5c7d-4c50-a147-ec53a9014812_desc-processed_behavior+ecephys.nwb	16620779559	6910	177	47
sub-KS051/sub-KS051_ses-7082d8ff-255a-47d7-a839-bf093483ec30_desc-raw_ecephys.nwb	448875994512	17683	46	22
sub-PL034/sub-PL034_ses-3bb54985-77b2-421d-9d1f-46185be51216_desc-processed_behavior+ecephys.nwb	16108460335	3698	69	47
sub-UCLA052/sub-UCLA052_ses-687017d4-c9fc-458f-a7d5-0979fe1a7470_desc-processed_behavior+ecephys.nwb	18892800604	3031	65	46
sub-MFD-05/sub-MFD-05_ses-ca4ecb4c-4b60-4723-9b9e-2c54a6290a53_ecephys+image/sub-MFD-05_ses-ca4ecb4c-4b60-4723-9b9e-2c54a6290a53_VideoRightCamera.mp4	2074025182	105	17	9
sub-CSH-ZAD-025/sub-CSH-ZAD-025_ses-20c112a1-8a42-44e0-a4cd-e5b932f7bda9_desc-raw_ecephys.nwb	1046320135874	20609	42	27
sub-PL030/sub-PL030_ses-6bf810fd-fbeb-4eea-9ea7-b6791d002b22_desc-raw_ecephys.nwb	216147512165	8944	28	20
sub-SWC-052/sub-SWC-052_ses-7416f387-b302-4ca3-8daf-03b585a1b7ec_ecephys+image/sub-SWC-052_ses-7416f387-b302-4ca3-8daf-03b585a1b7ec_VideoBodyCamera.mp4	11929786224	650	29	14
sub-DY-011/sub-DY-011_ses-741979ce-3f10-443a-8526-2275620c8473_ecephys+image/sub-DY-011_ses-741979ce-3f10-443a-8526-2275620c8473_VideoRightCamera.mp4	43128786013	1912	26	11
sub-UCLA033/sub-UCLA033_ses-111c1762-7908-47e0-9f40-2f2ee55b6505_ecephys+image/sub-UCLA033_ses-111c1762-7908-47e0-9f40-2f2ee55b6505_VideoLeftCamera.mp4	48851749212	1559	27	14
sub-KS055/sub-KS055_ses-b22f694e-4a34-4142-ab9d-2556c3487086_desc-raw_ecephys.nwb	418758783624	14793	34	20
sub-NR-0029/sub-NR-0029_ses-4e560423-5caf-4cda-8511-d1ab4cd2bf7d_desc-processed_behavior+ecephys.nwb	8540366039	2703	63	39
sub-UCLA037/sub-UCLA037_ses-bda2faf5-9563-4940-a80f-ce444259e47b_ecephys+image/sub-UCLA037_ses-bda2faf5-9563-4940-a80f-ce444259e47b_VideoRightCamera.mp4	36067538780	1354	30	12
sub-NR-0031/sub-NR-0031_ses-642c97ea-fe89-4ec9-8629-5e492ea4019d_ecephys+image/sub-NR-0031_ses-642c97ea-fe89-4ec9-8629-5e492ea4019d_VideoLeftCamera.mp4	19787352132	946	13	8
