region	bytes_sent
AWS/us-east-1	34165777483157
IR/Fars	22190481513547
US/California	6543472945139
CN/Shanghai	4115591318230
VPN	4004530555663
AWS/us-east-2	3902051904947
MX/México	1446479154189
MX/Mexico City	1177214078150
JP/Tokyo	1119298118367
US/New York	1035308279424
SE/Stockholm	843269387459
PT/Lisbon	584226752543
CA/British Columbia	443049808845
US/Indiana	240975677204
CH/Vaud	218563877945
JP/Kanagawa	207148979005
US/Washington	203008107001
GitHub	202040700571
US/Virginia	195519563002
US/Oregon	179391212782
HK/Hong Kong	163918381928
GB/England	160496265095
US/Massachusetts	150629539511
CA/Quebec	135662207664
US/Pennsylvania	106992740189
GCP/us-west4	91425202310
GCP/us-west1	88596590771
US/Texas	74288986398
US/Florida	67779584902
US/Vermont	63677467249
US/Michigan	54666735726
ES/Madrid	51782096083
FR/Provence-Alpes-Côte d'Azur	34821786800
GCP/us-central1	30907561472
US/New Jersey	24190280920
US/District of Columbia	12858732508
US/Maryland	11638422719
CA/Ontario	10929998710
FR/Auvergne-Rhône-Alpes	6916175890
GCP/us-east1	4903451584
IT/Apulia	4554049218
GCP/us-east4	4326015915
BR/Rio Grande do Sul	3276065359
AWS/ap-southeast-1	3032691513
DE/North Rhine-Westphalia	2476861589
US/Utah	2316764168
IT/Lazio	2072521988
GCP/asia-east1	1053389713
GCP/europe-west4	972693035
IT/Lombardy	909803508
US/Georgia	662692266
PT/Setúbal	580588047
FR/Île-de-France	528344215
US/Rhode Island	453089623
DE/Berlin	384351034
NG/Lagos	344355057
SG/Singapore	331899131
IN/Maharashtra	256100218
US/Arizona	251702244
PT/Faro	196630061
PL/Mazovia	160944992
NG/Ogun State	157418666
GCP/asia-southeast1	148816804
IT/Liguria	148387751
US/Illinois	135444007
AU/Queensland	130782640
HU/Budapest	120515725
US/New Hampshire	117125294
GB/Scotland	53050652
AT/Vienna	46555674
IN/Karnataka	45950424
BR/São Paulo	41943040
US/Iowa	35570844
PT/Porto	30869889
US/Nebraska	30738873
FR/Pays de la Loire	28889028
JP/Osaka	25941168
IR/Tehran	23844912
US/Colorado	23671720
NO/Trøndelag	20635020
KH/Phnom Penh	15132348
AT/Salzburg	14106108
IT/Trentino-Alto Adige	10022724
RU/St.-Petersburg	9891708
