region	bytes_sent
GitHub	91270127403
AU/South Australia	30545215258
US/California	13611873592
US/Maryland	9089078580
CA/Ontario	8586542525
AWS/us-east-1	7832427855
CA/Quebec	6753836042
CN/Shanghai	5400110308
US/Massachusetts	4704338973
DE/North Rhine-Westphalia	4628300559
US/Washington	3855678660
US/Tennessee	3791906602
NL/North Holland	3703649168
GB/England	725870976
US/New York	478430635
AWS/ap-southeast-1	401302009
GCP/us-central1	225636746
VPN	199806017
US/Pennsylvania	177477462
AWS/us-east-2	174477889
US/Rhode Island	56596092
IN/Maharashtra	27576122
US/Florida	25638195
