region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	65118494	54	54	0
USA/VA	85752873	45	45	0
USA/MA	157759946	92	2	77
CHN	138113573	89	89	0
GitHub	549717400	1537	369	301
VPN	468778199	292	254	18
USA/CA	150856946	88	80	3
GCP/us-west1	348237	1	1	0
AWS/us-east-1	204850256	108	82	26
USA	14800814	11	11	0
EST/37	348237	1	1	0
USA/IL	34929179	25	20	2
MEX/CMX	47640073	157	47	46
CHE/VD	1310874	6	2	1
AWS/us-east-2	12217123	8	8	0
HKG/KKC	5173143	2	2	0
ITA/45	62437943	26	0	26
NLD	17037391	8	8	0
CHL/RM	1834224	1	1	0
BRA/RS	2608343	1	1	0
SGP	2608343	1	1	0
BGD/C	2608343	1	1	0
USA/MD	45571001	68	21	14
PRY/10	586779	1	1	0
USA/NY	2272136	3	0	3
GCP/us-central1	10216420	5	5	0
DZA/09	1701462	1	1	0
HKG	2773936	1	1	0
TUR	1397291	1	1	0
VNM/39	1397291	1	1	0
USA/WA	1874920	1	1	0
IRL/L	1874920	1	1	0
MEX/BCN	1874920	1	1	0
FRA/IDF	4127020	9	3	3
BRA/SP	794771	1	1	0
IRQ/SU	794771	1	1	0
VNM/13	794771	1	1	0
VNM/43	3390053	1	1	0
NGA/FC	6220308	2	2	0
USA/TX	1113636	1	1	0
VNM	2814162	1	1	0
MAR/09	2814162	1	1	0
