week_start	Neurophysiology
2024-11-18	10667570372
2024-11-25	20804252
2025-01-27	99282457888
2025-02-03	1146309834580
2025-02-10	1104353464
2025-02-17	231569660
2025-02-24	12133967160
2025-03-03	1421340784
2025-03-10	364904292
2025-03-17	7860960
2025-03-24	7801834172
2025-03-31	4274264408
2025-04-07	2548996836
2025-04-14	17756284940
2025-05-05	12266302408
2025-05-12	2402187832
2025-05-19	394710640
2025-05-26	1593230600
2025-06-09	34636720
2025-06-16	31571480
2025-07-07	2699525104
2025-07-14	477397444
2025-07-28	307686065132
2025-08-04	822900257008
2025-08-11	180157242312
2025-08-18	77383153916
2025-08-25	96414991192
2025-09-01	124866597368
2025-09-08	52597872588
2025-09-22	21319418824
2025-10-06	49868208
2025-11-03	33836384
2025-11-10	471528879496
2025-11-17	35487384744
2025-12-01	8171332
2025-12-15	226945574356
2025-12-22	655816490456
2025-12-29	52518723756
2026-01-05	1178268408
2026-01-12	175292733768
2026-01-19	142373182600
2026-01-26	245743360384
2026-02-02	89670624052
2026-02-09	687623485560
2026-02-16	173227544
2026-02-23	76651680
2026-03-02	142786392
2026-03-09	30975528
2026-03-16	370906296
2026-03-23	31652012
2026-03-30	53209048
2026-04-06	39518879720
2026-04-13	86732592
2026-04-20	617634252
2026-04-27	856637844
2026-05-04	11126048
2026-05-11	69332858244
2026-05-18	1243337892
2026-05-25	475427956
