region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	1051296421392	22278	2	101
CHN	1845683611924	84461	125	89
USA	248541112956	47376	45	18
USA/PA	28322603988	5889	89	31
AWS/us-east-1	714284439260	85231	112	46
MEX/CMX	854185160	1405	264	104
USA/GA	243967383564	809	104	30
USA/MO	2762980756	288	10	4
AWS/ap-southeast-1	551708376	106	106	0
GitHub	174476283392	792693	2705	2617
VPN	695390125343	5792	632	71
GBR/ENG	1528873204	102	4	33
AWS/us-east-2	237737476096	3289	163	21
AUT/9	687623485560	45	45	0
USA/OK	39412678060	7179	16	14
KOR/30	62174304652	17	16	1
CHE/VD	13129656	55	7	7
JPN/13	28823520	2	2	0
USA/NJ	15788700	15	2	1
PRT/11	32240628	36	4	2
USA/CA	24760741780	173	5	5
USA/NY	18837742176	1665	107	22
DEU/NW	4745688	20	3	3
CHN/HB	53527036	50	3	1
GCP/us-central1	683469652	2	2	0
USA/NM	323171684	393	31	6
USA/WA	1447605620	310	35	5
USA/NH	790140856	1	1	0
USA/TX	136980600	32	8	5
FRA/IDF	7826052	12	3	3
JPN/47	1178268408	1	1	0
AWS/us-west-2	18086940	34	6	2
USA/SC	465698268	9	2	1
KOR/42	37440124	356	1	1
USA/MD	12133967160	1	1	0
NOR/03	2384613848	152	1	1
USA/OR	12315504	1	1	0
SWE/AB	28912036	29	2	1
MEX	1511136	1	0	1
USA/IL	10866752	13	2	2
CHN/SH	3071840072	2	1	1
MEX/OAX	50041252	15	4	2
