region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	1372269849	165	0	2
AWS/us-east-1	5019274505	605	30	7
USA/OR	5462782911	8	8	0
NLD	723107964	33	1	1
VPN	5327902503	115	75	18
NOR/03	1484686048	3	3	0
GCP/us-central1	4789275917	7	7	0
USA	2105984044	398	7	3
USA/MA	29667104611	5251	1	35
AWS/us-west-2	20843750	27	6	2
USA/WA	2023916	7	2	2
CHN	6822771172	539	0	6
GitHub	498551324	1583	86	71
NOR/50	59948620	17	0	2
USA/CA	12194208	13	4	4
AWS/ap-southeast-1	135339528	17	17	0
AWS/us-east-2	2063674620	3	3	0
MEX/CMX	24756392	89	21	21
CAN/QC	2463387039	4	4	0
VNM/72	2423796	1	1	0
LBN/BA	4192512	1	1	0
VNM/HN	8778072	1	1	0
HKG	2751336	1	1	0
AZE/BA	3799464	1	1	0
USA/IL	88563028	10	4	2
CHE/VD	2448624	8	2	1
USA/VA	84297364	24	4	1
FRA/IDF	9822412	10	3	3
MEX/CHP	1	1	0	1
IND/DL	1179144	1	1	0
USA/NY	593030868	65	2	1
USA/MD	101566072	1	1	0
