region	bytes_sent
GitHub	10346744835
US/California	1212401571
US/Washington	927926466
AU/South Australia	926453455
CA/Ontario	714570317
AWS/us-east-1	665787702
IN/Maharashtra	578269720
GCP/europe-west4	462198422
US/New Mexico	462198422
US/Massachusetts	462198422
CH/Vaud	462198422
AT/Tyrol	455393169
CA/Quebec	449277887
VPN	347591142
GCP/us-central1	347036671
DE/Baden-Wurttemberg	340166672
AWS/us-east-2	274407581
NL/North Holland	256823106
GCP/asia-east1	231099211
GCP/us-west1	231099211
GCP/us-west4	231099211
FR/Grand Est	231099211
MX/Nuevo León	231099211
IR/Tehran	217990610
US/New York	73326849
GB/England	63451427
AWS/ap-southeast-1	41039008
CN/Shanghai	25926191
US/Wisconsin	14040700
PT/Lisbon	13666990
US/Maryland	11470904
HK/Hong Kong	8493447
US/Rhode Island	6451246
VN/Ho Chi Minh	3781848
IN/Delhi	2389859
VN/Kiên Giang Province	1533027
IT/Veneto	1439099
CA/British Columbia	1157616
US/Indiana	715794
