week_start	Neurophysiology
2025-03-31	40610428444
2025-04-07	5013527414
2025-04-14	4572787568
2025-04-21	4089674283
2025-04-28	3078598257
2025-05-05	33196643276
2025-05-12	11332884
2025-06-09	2702801782
2025-06-16	3099895634
2025-06-23	3196945321
2025-06-30	1945527719
2025-07-14	13625664
2025-07-21	774583578
2025-07-28	9612977734
2025-08-04	7289118454
2025-08-11	8245996638
2025-08-18	4052497408
2025-08-25	4325383190
2025-09-01	5605383504
2025-09-08	4576823542
2025-09-15	86
2025-09-22	129
2025-09-29	86
2025-10-06	78810296
2025-10-13	129
2025-10-20	86
2025-10-27	129
2025-11-03	86
2025-11-10	129
2025-11-17	86
2025-11-24	33112101497
2025-12-08	340137640
2025-12-15	45179177701
2025-12-22	1648451656
2025-12-29	2793684324
2026-01-05	3178692535
2026-01-12	26214714101
2026-01-19	8235213016
2026-01-26	12564987694
2026-02-02	6007615903
2026-02-16	205413572
2026-02-23	8803951319
2026-03-02	11891705766
2026-03-09	2873850627
2026-03-16	3875249129
2026-03-23	5043716197
2026-03-30	14918737576
2026-04-06	28154014888
2026-04-13	26063138776
2026-04-20	30465262999
2026-04-27	44979436061
2026-05-04	403713476
2026-05-11	19125585948
2026-05-18	31506576110
2026-05-25	53733597360
2026-06-01	10333053970
2026-06-08	23484954302
2026-06-15	17028096114
2026-06-22	13542352043
2026-06-29	20373188225
2026-07-06	26676911636
2026-07-13	17911535837
2026-07-20	12963331075
2026-07-27	7922526634
