region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	880043311361	57760	23	7
NLD	3688445547007	171583	9	22
CHN	2844119045079	245052	1	34
USA/MA	6921905947997	130077	9	85
USA/NH	24820577890	83398	2350	2098
AWS/ap-southeast-1	265176384	43	43	0
USA/TX	22072729849	1776	19	11
AWS/us-east-1	2810450025639	335613	111	125
IND/KL	77830847213	2	1	1
USA/CA	5686213831774	6525	116	62
VPN	3286314521041	4396	247	107
USA/VT	1579998368	5312	153	81
CAN/QC	554043040366	389	1	34
GH-actions	8995675521	182278	470	587
USA/NY	9293348738	734	32	27
GBR/ENG	2019249972	255	10	26
IND/KA	56641196	5	4	1
IND	386920244866	1186	84	28
NZL/OTA	449385761424	11	11	0
USA/MN	971900075203	17	16	1
USA/MD	855683056	3979	11	11
MEX/CMX	153924537	683	74	53
TZA/06	1113636	1	1	0
BRA/MG	1375668	1	1	0
AWS/us-west-2	77818339177	145	0	1
JPN/13	356561188588	1284	5	24
USA/IL	459032220	78	15	2
PAK/PB	8057484	2	2	0
PAK	2096256	1	1	0
MEX/NLE	2030748	1	1	0
CAN/ON	14018712	2	2	0
CHE/ZH	10743312	1	1	0
SWE/O	9826200	1	1	0
USA/VA	373489378458	376	10	4
IDN/YO	10677804	2	2	0
CHL/RM	2227272	1	1	0
CHE/VD	36327416	187	12	6
KEN/30	1113636	1	1	0
CHN/ZJ	107330776	2	2	0
VNM/43	6878340	1	1	0
SGP	7628944	31	5	4
AWS/us-east-2	54726986774	20884	0	30
TWN/TXG	132862887168	6	6	0
USA/PA	2815463860	271	15	2
USA/RI	315102184	330	4	2
GCP/europe-west4	59912165628	1	1	0
TWN/TPE	4258020	1	1	0
VNM/HN	1048128	1	1	0
JPN/26	90728580	3	3	0
BRA/PE	3471924	2	2	0
FRA/IDF	5294784	25	4	3
DEU/BW	134120560376	359	16	4
GCP/us-east1	38680226	116	3	3
GBR/SCT	517943852	174	2	2
COL/DC	1375668	1	1	0
BHS/NP	1637700	1	1	0
ESP/MD	18276732	1	1	0
BRA/GO	1703208	1	1	0
IRQ/NI	982620	1	1	0
HKG	49730390888	2	2	0
HKG/KKC	80545893056	1	1	0
USA/SC	132027292	3	3	0
IND/MH	71825440	1	1	0
USA/AZ	73266616	1	1	0
DEU/NW	76963095767	2	2	0
ESP/CT	30133453472	27	4	1
DEU/BY	45331536	1	1	0
USA/OH	953673824	1	1	0
DEU/BE	8029779668	1	1	0
PHL/05	917112	1	1	0
VEN/A	2030748	1	1	0
USA/AR	3248157424	3	3	0
NOR/50	589608932	130	0	3
DOM/32	1703208	1	1	0
BEL/BRU	2227272	1	1	0
ISR/M	11791440	1	1	0
ITA/25	1048128	1	1	0
CHL/BI	1048128	1	1	0
USA/CT	52799448	1	1	0
FRA/ARA	857609152	344	3	2
BRA/RN	320666378	4	2	1
POL/04	1113636	1	1	0
PAK/KP	851604	1	1	0
IRQ/BG	1113636	1	1	0
CHL/ML	1441176	1	1	0
VNM/37	917112	1	1	0
CHN/SD	31771380	1	1	0
JOR/AM	1375668	1	1	0
NLD/NH	35374320	1	1	0
ESP/AN	6354276	1	1	0
VNM/SG	851604	1	1	0
URY/MA	1113636	1	1	0
DZA/25	1113636	1	1	0
