asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-DL023/sub-DL023_ses-20210609-20210609-193703-s1-p1_behavior+core.nwb	5508700283	2559	157	94
sub-DL005/sub-DL005_ses-20210324-20210324-182937-s4-p2_behavior+core.nwb	5317455956	2533	157	94
sub-DL034/sub-DL034_ses-20220211-20220211-130659-s8-p1_behavior+core.nwb	6086426542	2885	157	96
sub-DL034/sub-DL034_ses-20220204-20220204-160613-s1-p2_behavior+core.nwb	6416526453	2868	154	94
sub-DL021/sub-DL021_ses-20210527-20210527-154224-s2-p2_behavior+core.nwb	7245284194	2772	158	95
sub-DL031/sub-DL031_ses-20220112-20220112-160432-s6-p1_behavior+core.nwb	6137961752	2577	161	93
sub-DL015/sub-DL015_ses-20210523-20210523-193945-s5-p1_behavior+core.nwb	5405257535	2830	160	96
sub-DL016/sub-DL016_ses-20210523-20210523-173008-s5-p2_behavior+core.nwb	5506013960	2749	157	95
sub-DL018/sub-DL018_ses-20210604-20210604-134932-s2-p2_behavior+core.nwb	6277676032	2486	164	99
sub-DL023/sub-DL023_ses-20210614-20210614-174925-s5-p1_behavior+core.nwb	2951728863	2349	163	96
sub-DL033/sub-DL033_ses-20220123-20220123-151447-s4-p1_behavior+core.nwb	7100431902	2961	160	97
sub-DL026/sub-DL026_ses-20210627-20210627-191710-s4-p2_behavior+core.nwb	4882064454	2532	153	93
sub-DL030/sub-DL030_ses-20220112-20220112-133301-s8-p1_behavior+core.nwb	7720223252	2808	162	95
sub-DL017/sub-DL017_ses-20210709-20210709-170615-s3-p1_behavior+core.nwb	7087671062	2826	155	95
sub-DL008/sub-DL008_ses-20210411-20210411-141536-s2-p1_behavior+core.nwb	4920662358	2798	175	102
sub-DL018/sub-DL018_ses-20210605-20210605-180522-s3-p2_behavior+core.nwb	6434150676	2672	159	94
sub-DL031/sub-DL031_ses-20220110-20220110-155427-s4-p2_behavior+core.nwb	7910445407	2825	156	94
sub-DL023/sub-DL023_ses-20210611-20210611-181435-s3-p1_behavior+core.nwb	5042395016	2662	155	93
sub-DL028/sub-DL028_ses-20211217-20211217-172936-s1-p2_behavior+core.nwb	6564319578	2695	156	96
sub-DL009/sub-DL009_ses-20210417-20210417-190726-s5-p2_behavior+core.nwb	4414112207	2570	159	95
sub-DL006/sub-DL006_ses-20210330-20210330-162605-s2-p2_behavior+core.nwb	5972980936	2832	164	97
sub-DL025/sub-DL025_ses-20210628-20210628-174113-s9-p1_behavior+core.nwb	5584653202	2627	160	97
sub-DL033/sub-DL033_ses-20220126-20220126-112615-s7-p1_behavior+core.nwb	6925684211	2778	156	97
sub-DL030/sub-DL030_ses-20220109-20220109-174047-s5-p2_behavior+core.nwb	5909281820	2612	153	94
