region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	15080557132	80660	14279	12576
USA/VT	282716992	1510	267	267
MEX/CMX	212349780	877	270	97
VPN	291441936	593	529	25
CHN	255666920	466	466	0
GitHub	6025007188	25741	7560	7447
AWS/ap-southeast-1	147679240	282	282	0
USA/MA	219279301	543	0	197
AWS/us-east-1	139431736	253	253	0
USA	110410432	204	204	0
IND/TS	71586840	131	131	0
USA/VA	71650120	138	131	3
AWS/us-east-2	13664896	26	26	0
DEU/NW	2039424	9	3	3
GCP/us-central1	3100016	5	5	0
CHL/RM	1874688	5	5	0
USA/NY	5374720	27	5	4
AWS/us-west-1	4119592	6	6	0
USA/IL	1982760	8	2	2
USA/MI	707072	4	1	1
EST/37	353536	1	1	0
CHE/VD	660736	3	1	1
USA/MD	2836352	15	4	2
USA/WA	3430544	27	4	2
USA/CA	3643020	13	4	3
USA/PA	780992	1	1	0
DZA/42	780992	1	1	0
ITA/42	110936	4	0	1
PRT/11	1163424	6	1	1
USA/TN	1265824	2	1	1
FRA/IDF	2513136	9	3	3
