region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	658539244	154	154	0
VPN	8641096542	1018	779	96
GitHub	1630322390	3138	775	609
AWS/us-east-1	4088544349	685	318	61
CHN	3786203046	501	59	53
USA	1065179440	214	7	21
USA/CA	83468203	37	9	7
USA/MA	3738996998	320	0	109
USA/DC	503328941	86	86	0
GCP/us-central1	187610358	11	11	0
USA/NH	4198471111	3890	957	751
MEX/CMX	74731034	214	68	48
CHN/SH	82281448	13	2	6
AWS/us-east-2	486390214	9	9	0
USA/VA	290599635	76	76	0
FRA/IDF	9654504	9	3	3
USA/MD	65965430	38	12	6
USA/MI	30315924	2	2	0
USA/TX	114881376	31	31	0
USA/WA	54970014	20	5	5
AWS/us-west-2	14672702	30	9	3
USA/IL	2243824	6	2	2
BGD	5044116	4	4	0
CIV/AB	8057484	1	1	0
HKG	7598928	1	1	0
JOR/AM	6026736	1	1	0
URY/MO	22534752	2	2	0
BRA/SC	4913100	1	1	0
SGP	917112	1	1	0
VNM/SG	37798116	5	5	0
USA/OR	29136900	2	2	0
VNM/DN	8253138	1	1	0
IND/KL	13167108	1	1	0
COL/DC	6288768	2	2	0
CHE/ZH	14346252	1	1	0
BRA/RN	5240640	1	1	0
FRA/ARA	14971754	5	2	1
EST/37	186120	1	1	0
CHE/VD	577040	4	2	1
USA/CT	20883762	1	1	0
ARG/B	5568180	1	1	0
IND/UP	3733956	1	1	0
BRA/MG	5686711	2	2	0
IRQ/NI	1113636	1	1	0
IND/PB	2845093	1	1	0
HND/FM	2845093	1	1	0
IRN/02	2845093	1	1	0
NLD/NB	2845093	1	1	0
NPL	1768716	2	2	0
MYS/14	2845093	1	1	0
VNM/HN	9591228	3	3	0
VNM/HP	2838733	1	1	0
USA/NY	10418460	8	1	1
LVA/RIX	15001332	1	1	0
MLI/BKO	4323528	1	1	0
BOL/L	19705710	1	1	0
IND	1	1	0	1
MAR/07	2253022	1	1	0
SAU/01	2253022	1	1	0
UZB/TK	2253022	1	1	0
ISR/M	16398852	1	1	0
VEN/A	2423796	1	1	0
GBR/ENG	13625664	1	1	0
ZAF/GP	1179144	1	1	0
IDN/JI	1441176	1	1	0
CHL/BI	5895720	1	1	0
CHN/JS	4061496	1	1	0
CHN/SC	9564168	1	1	0
IRQ/BG	4323528	1	1	0
MAR/04	2096256	1	1	0
NIC/MN	4651068	1	1	0
BRA/PI	6878340	1	1	0
