week_start	Neurophysiology
2025-11-24	4472459238
2025-12-01	1008617529
2025-12-08	374486921
2025-12-15	4527347732
2025-12-22	447007528
2025-12-29	142964299
2026-01-05	977010529
2026-01-12	1852670757
2026-01-19	297709663
2026-01-26	2009484581
2026-02-02	454181614
2026-02-09	256574764
2026-02-16	2593200476
2026-02-23	474544056
2026-03-02	207960348
2026-03-09	80654064
2026-03-16	902454093
2026-03-23	182249467
2026-03-30	707392949
2026-04-06	903990333
2026-04-13	741212830
2026-04-20	1706286768
2026-04-27	168964032
2026-05-04	51404590
2026-05-11	116137749
2026-05-18	528722540
2026-05-25	300916145
2026-06-01	174683987
2026-06-08	321656131
2026-06-15	144205885
2026-06-22	260061944
2026-06-29	572340782
2026-07-06	595679481
