region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	148108583825	30757	291	263
AWS/us-east-1	214430910396	25840	289	106
CHN	637410710159	52788	41	200
USA/MA	870239792044	15320	123	324
VPN	245005704383	16158	1408	658
AWS/ap-southeast-1	2173138193	422	422	0
AWS/us-east-2	93059972192	26385	347	261
NLD/ZH	12378960397	58851	8	420
DEU/BE	643483096	2675	175	204
AWS/us-west-2	136637947722	2131	389	180
SGP	134213646	52	23	4
CHL/BI	10874328	1	1	0
USA/MD	7677894043	2929	246	130
USA/WA	79843373938	6283	233	117
GH-actions	512057886574	98569	1403	844
GCP/us-east1	242826090917	7690	172	42
USA/CA	427847820183	1729	263	53
USA/NY	228817719844	7354	164	18
GCP/us-central1	460705559748	3629	227	28
URY/MO	7926973	3	3	0
COL/BOL	9367644	2	2	0
BGD/C	38780736	6	6	0
PER/LMA	9498660	1	1	0
BRA/SP	44545440	6	6	0
CHN/BJ	17406308	62	14	14
SWE/W	200252070737	110	100	10
USA/NH	5859267340	16750	750	582
USA/VT	1256098808	3704	156	28
USA/FL	268227406218	61701	725	214
USA/PA	32090988022	6151	66	11
MYS/14	13887696	3	3	0
BRA/PR	10874328	1	1	0
BIH/SRP	12512028	2	2	0
GCP/asia-east1	53183969461	1638	35	15
ZAF/NW	7009356	2	2	0
PAK/IS	7860960	1	1	0
IRQ/BG	5699196	1	1	0
MEX/CMX	197989952	881	75	54
ECU/M	8254008	1	1	0
MYS/10	1834224	2	2	0
IDN/YO	35636352	7	7	0
CHL/RM	8712564	1	1	0
USA/VA	205205056	286	20	15
USA/LA	135272505489	59	59	0
GCP/us-west1	88135878505	40	40	0
JOR/AM	17359620	2	2	0
UKR/51	5633688	1	1	0
ARE/DU	8319516	2	2	0
NIC/MN	11398392	2	2	0
VNM/SG	97934460	11	11	0
GCP/asia-southeast1	75560322055	37	37	0
VNM/HP	9965900	2	2	0
BRA/PE	8319516	2	2	0
PAK/PB	75399708	8	8	0
ARG/H	10153740	2	2	0
GCP/europe-west4	58034734309	20	20	0
IDN/JK	26661756	3	3	0
NPL/P3	9564168	2	2	0
DOM/32	1703208	1	1	0
DOM/23	13429140	1	1	0
COL/VAC	10284756	1	1	0
EGY/C	27971916	3	3	0
JOR/AZ	13167108	1	1	0
PAN/8	23582880	3	3	0
VEN/A	5306148	1	1	0
CHN/GD	3900891	19	1	1
USA/IL	3070403314	12	3	2
GCP/us-east4	22868814410	7128	78	14
CHE/VD	67302945	329	29	20
JPN/13	3105101844	2190	2	15
FRA/IDF	61635322	180	15	13
BGD/D	9040104	2	2	0
ARG/B	37872308	3	3	0
IND/CH	20372988	2	2	0
ETH/AA	7009356	1	1	0
IRQ	2816844	2	2	0
BRA/MA	20504004	2	2	0
IND/PB	4716576	3	3	0
IND/UP	21028068	1	1	0
VNM/HN	111101568	14	14	0
SYR/RD	2030748	1	1	0
ARG/F	6616308	1	1	0
VNM/21	57909072	2	2	0
TUR/09	8450532	1	1	0
PAK/SD	3275400	1	1	0
UKR	9695184	1	1	0
VNM/35	30723252	3	3	0
KWT/KU	20372988	2	2	0
UZB/TK	38584212	3	3	0
CHL/LI	22469244	2	2	0
TUN/21	14477268	1	1	0
VNM/69	19521384	2	2	0
TUN/52	12577536	1	1	0
SAU/02	13232616	1	1	0
VNM/26	12315504	1	1	0
BIH/BIH	4389036	1	1	0
KAZ/63	2423796	1	1	0
OMN/MA	29020044	2	2	0
HKG	28157182	7	7	0
GCP/us-west3	27527246562	12	12	0
GCP/us-west4	26891517551	11	11	0
NLD/DR	3058306362	1	1	0
BLR/VI	14411760	2	2	0
MYS/04	10612296	1	1	0
NGA/LA	8909088	1	1	0
BGD	51235940	10	10	0
SYR/DI	2227272	2	2	0
EGY/ALX	6288768	1	1	0
JOR/IR	4323528	1	1	0
CAN/BC	4118215123	1281	17	5
ZAF/WC	9957216	1	1	0
ARG/A	851604	1	1	0
VEN/V	769455	1	1	0
VNM/DN	13232616	2	2	0
VNM/20	8843580	1	1	0
IRQ/BA	12118980	1	1	0
MEX/TAM	8581548	1	1	0
ALB/11	15001332	2	2	0
BRA/SC	2751336	1	1	0
USA/SC	1817966321	4	2	1
NGA/FC	4323528	2	2	0
PAK	1113636	1	1	0
ZAF/GP	26334216	2	2	0
VNM/49	1310160	1	1	0
IDN	21159084	3	3	0
UZB/SA	2947860	1	1	0
ITA/42	29301	2	0	1
COL/NAR	6157752	1	1	0
BRA/RN	6681816	1	1	0
PRY/ASU	1244652	1	1	0
BHS/NP	5044116	1	1	0
MYS/07	4913100	1	1	0
BRA/RS	14215236	3	3	0
USA/GA	8581548	1	1	0
MAR/06	32885016	1	1	0
TGO/M	13560156	2	2	0
IRL	3275400	1	1	0
LBN/BA	2816844	2	2	0
KAZ/55	9433152	1	1	0
MDA/CU	14215236	1	1	0
THA/40	1048128	1	1	0
CAN/QC	17075449	4	1	1
BGR/22	15328872	1	1	0
PRY/10	13101600	1	1	0
ARG/T	7074864	1	1	0
MEX/NLE	6092244	1	1	0
COL/DC	6419784	1	1	0
KEN/30	925796	1	1	0
VEN	4323528	1	1	0
GBR/ENG	43101	3	0	1
PRT/13	12381012	1	1	0
BRA/TO	4978608	1	1	0
ISR/TA	4585560	1	1	0
IRQ/DQ	6943848	1	1	0
MEX/AGU	4651068	1	1	0
MEX/JAL	6747324	1	1	0
KAZ/23	2030748	1	1	0
IRQ/KI	7598928	1	1	0
IRQ/BB	10219248	2	2	0
VNM/CT	6878340	1	1	0
THA/16	3078876	1	1	0
PSE/RBH	7664436	1	1	0
DZA/05	1703208	1	1	0
VEN/I	6812832	1	1	0
PRI	917112	1	1	0
BRA/BA	10743312	1	1	0
NLD/UT	16704540	1	1	0
