week_start	Neurophysiology
2024-04-29	979208828884
2024-05-06	2342716335
2024-05-13	98241829
2024-06-10	22862292
2024-06-24	2673932078
2024-07-08	4025470552
2024-07-15	958254194
2024-07-22	7239354588
2024-08-05	1321366053
2024-08-26	77959473200
2024-09-02	314625017086
2024-09-09	302044714258
2024-09-16	3643698121
2024-09-23	2989065677
2024-09-30	3113317076
2024-10-07	8773748912
2024-10-21	6572598620
2024-10-28	9514812702
2024-11-04	5847178572
2024-11-11	2494479132
2024-11-18	6892684563
2024-11-25	765460980
2024-12-02	2110747313
2025-01-20	15560793865
2025-02-03	1257463023
2025-02-10	11910187011
2025-02-17	6561663327
2025-02-24	195082824
2025-03-17	694777848
2025-03-24	2106163604
2025-03-31	14870316
2025-04-07	10022724
2025-06-23	1621330392
2025-07-07	1721701859
2025-07-14	1621330392
2025-07-21	48754102520
2025-07-28	270111178331
2025-08-04	1241741152017
2025-08-11	243791619268
2025-08-18	107257653867
2025-08-25	126778096019
2025-09-01	175484259860
2025-09-08	119046251807
2025-09-22	23271785
2025-10-06	7139845772
2025-10-13	10235295114
2025-10-20	3509524810
2025-10-27	3483452626
2025-11-03	49057795608
2025-11-10	38207082928
2025-11-17	24321215194
2025-11-24	24337526686
2025-12-01	24506406310
2025-12-08	43640521516
2025-12-15	2039525614846
2025-12-22	58857190941
2025-12-29	67925395219
2026-01-05	115840386695
2026-01-12	743646974907
2026-01-19	218024266949
2026-01-26	398064026033
2026-02-02	192919401008
2026-02-09	15278970231
2026-02-16	7173511346
2026-02-23	28393005707
2026-03-02	1849223858
2026-03-09	492202182
2026-03-16	21513215556
2026-03-23	7739605377
2026-03-30	2015809353
2026-04-06	2453012568
2026-04-13	3370452108
2026-04-20	19860253756
2026-04-27	2752655074
2026-05-04	407787300
2026-05-11	60936641830
2026-05-18	5091554601
2026-05-25	1429286236
2026-06-01	4828294499
2026-06-08	3828439233
2026-06-15	1857975052
2026-06-22	1417902194
2026-06-29	3222785430
2026-07-06	6682274961
2026-07-13	297592215
2026-07-20	56063294
2026-07-27	187094067
2026-08-03	83939819
2026-08-10	966427489
