asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-M1/sub-M1_ses-M1-D6-2020-08-10-15-01-45_ecephys.nwb	19858145986	1072	147	115
sub-M11/sub-M11_ses-M11-D41-2021-07-05-11-19-48_ecephys.nwb	16616157010	1441	145	114
sub-M7/sub-M7_ses-M7-D23-2020-11-28-16-17-31_ecephys.nwb	22061653667	1237	148	112
sub-M11/sub-M11_ses-M11-D8-2021-05-19-09-50-44_ecephys.nwb	24318316235	1127	151	112
sub-M7/sub-M7_ses-M7-D15-2020-11-16-16-16-33_ecephys.nwb	14393435058	1041	148	111
sub-M12/sub-M12_ses-M12-D29-2021-06-17-11-16-59_ecephys.nwb	19881229337	1070	151	111
sub-M3/sub-M3_ses-M3-D29-2020-12-06-15-20-09_ecephys.nwb	17776681700	1147	142	112
sub-M7/sub-M7_ses-M7-D14-2020-11-15-16-47-06_ecephys.nwb	14135872380	1071	143	113
sub-M12/sub-M12_ses-M12-D27-2021-06-15-10-31-09_ecephys.nwb	16748477256	1073	151	112
sub-M10/sub-M10_ses-M10-D22-2021-06-08-09-40-30_ecephys.nwb	13444745486	1025	148	115
sub-M6/sub-M6_ses-M6-D5-2020-11-02-15-56-03_ecephys.nwb	16119628868	1111	155	114
sub-M10/sub-M10_ses-M10-D7-2021-05-18-08-33-36_ecephys.nwb	25262736904	1305	152	115
sub-M13/sub-M13_ses-M13-D13-2021-05-26-10-20-05_ecephys.nwb	15522989079	1272	142	113
sub-M1/sub-M1_ses-M1-D24-2020-09-03-17-24-05_ecephys.nwb	15355445248	1095	144	117
sub-M7/sub-M7_ses-M7-D19-2020-11-22-16-06-11_ecephys.nwb	16824672308	1157	147	113
sub-M2/sub-M2_ses-M2-D13-2020-08-19-15-56-19_ecephys.nwb	12332800852	1088	141	111
sub-M4/sub-M4_ses-M4-D21-2020-11-26-15-33-37_ecephys.nwb	16741269098	1161	145	113
sub-M12/sub-M12_ses-M12-D26-2021-06-14-10-28-35_ecephys.nwb	14710447399	1159	147	114
sub-M14/sub-M14_ses-M14-D18-2021-06-02-12-27-22_ecephys.nwb	11419549799	1092	138	113
sub-M14/sub-M14_ses-M14-D38-2021-06-30-12-35-11_ecephys.nwb	21292565820	1126	143	113
sub-M15/sub-M15_ses-M15-D14-2021-05-27-12-20-07_ecephys.nwb	14503917824	1201	140	112
sub-M10/sub-M10_ses-M10-D13-2021-05-26-09-10-20_ecephys.nwb	12351808856	1071	143	115
sub-M11/sub-M11_ses-M11-D12-2021-05-25-09-12-57_ecephys.nwb	12999555471	1179	140	111
