region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	1398824146	895	167	61
USA	68708529	7	7	0
GitHub	625339576	2467	164	130
USA/MA	546707276	106	0	45
CHN	420878279	43	43	0
AWS/ap-southeast-1	178262572	43	43	0
USA/VA	166472363	17	17	0
MEX/CMX	75815022	264	46	45
USA/NC	118440975	17	17	0
AWS/us-east-1	29293163	3	3	0
AWS/us-east-2	29293163	3	3	0
VEN/A	9733135	1	1	0
EST/37	9687416	1	1	0
CHE/VD	2653424	10	2	1
FRA/IDF	74938137	334	25	13
AWS/us-west-2	20974830	67	6	2
USA/WA	2149700	7	2	2
GCP/us-central1	48983129	5	5	0
USA/CA	14551186	15	4	4
BRA/SP	9912761	1	1	0
BRA/SC	2030748	1	1	0
CRI/SJ	9236628	1	1	0
IRQ/AR	1113636	1	1	0
NPL/P3	2685828	1	1	0
VNM/SG	17542638	2	2	0
GBR/ENG	9709200	1	1	0
VNM/DN	9701727	1	1	0
PSE	4258020	1	1	0
IDN/SU	1310160	1	1	0
KEN/31	917112	1	1	0
DZA/15	3668448	1	1	0
MYS/13	4061496	1	1	0
JOR/AQ	1703208	1	1	0
USA/OH	4651068	1	1	0
USA/IL	4226316	26	2	2
CHN/SH	19393277	2	2	0
PAN/8	8385024	1	1	0
CAN/BC	9704346	1	1	0
JPN/13	10476015	14	1	1
CHN/BJ	1222135	4	1	1
