region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	1370176484	257	18	7
USA/NH	9572536524	10830	2052	1854
CAN/QC	1025056194	44	5	19
USA/NY	173644353	21	0	1
GitHub	2496451177	32341	342	429
AWS/us-east-1	4439025958	480	96	18
CHN	5622821268	534	1	23
HKG/KKC	348193726	42	0	2
GBR/ENG	4536611608	27	27	0
AWS/ap-southeast-1	378767256	57	57	0
NLD	1353818124	54	6	6
USA/VT	418920900	484	92	69
USA/MA	14575230701	2519	1	60
VPN	7969973219	140	112	12
USA/CA	3207353181	36	24	5
AWS/us-west-2	88172750	119	24	20
USA/VA	1055560539	57	9	3
USA/MD	111315344	31	11	10
IND/MH	349252312	3	3	0
MEX/CMX	48391884	181	43	43
VNM/39	11594916	1	1	0
BRA/PE	13167108	1	1	0
BRA/MG	4585560	1	1	0
SAU/03	1441176	1	1	0
AWS/us-east-2	30300241112	661491	4	23
CHN/BJ	21399088	76	18	18
PAK/SD	851604	1	1	0
ARE/DU	9891708	2	2	0
VNM/SG	24303468	5	5	0
MYS/13	11791440	1	1	0
COL/QUI	1113636	1	1	0
KEN/30	1179144	1	1	0
HKG	5633688	2	2	0
DEU/NW	4786572	13	4	3
MAR/09	1113636	1	1	0
SYR/DI	1048128	1	1	0
MYS/12	917112	1	1	0
USA/IL	249151752	20	14	2
SYC	7336896	2	2	0
GCP/europe-west4	359913617	70	0	1
VNM/HN	1899732	2	2	0
MEX/NLE	1113636	1	1	0
NOR/50	241937616	56	0	8
PAK/PB	917112	1	1	0
VNM/56	851604	1	1	0
BOL/T	2292780	1	1	0
TUR/65	1048128	1	1	0
ZAF/GP	2030748	2	2	0
ARG/S	1375668	1	1	0
CZE/71	1637700	1	1	0
BRA/BA	2751336	2	2	0
CHL/RM	2227272	2	2	0
IDN/YO	917112	1	1	0
COL/ATL	1703208	1	1	0
CHL/AI	1310160	1	1	0
ECU/P	2554812	2	2	0
VNM	1768716	2	2	0
USA/TX	47755332	2	2	0
DEU/BY	954002268	6	6	0
GCP/us-central1	1826643600	10	10	0
GCP/us-west4	182664360	35	0	1
ITA/45	17090297	3	1	1
USA/WA	8663608	6	2	2
USA/IA	182664360	1	1	0
VNM/68	917112	1	1	0
NLD/NH	12249996	1	1	0
JOR/AM	6616308	2	2	0
VNM/57	917112	1	1	0
BGD/D	1113636	1	1	0
VNM/DN	12053472	1	1	0
TUR/31	917112	1	1	0
BGD	917112	1	1	0
UZB/TK	1310160	1	1	0
JPN/13	10213489	6	2	1
USA/RI	26733111	6	0	1
CHN/SH	547709579	5	5	0
SGP	2030748	2	2	0
MEX	5961228	1	1	0
VEN/S	1310160	1	1	0
FRA/IDF	18346728	13	4	3
CHN/GS	176683197	1	1	0
CAN/ON	176475786	1	1	0
MEX/YUC	6092244	1	1	0
ARG	1048128	1	1	0
IRQ/AR	4061496	1	1	0
XK	7991976	1	1	0
PHL/03	917112	1	1	0
IDN/JB	851604	1	1	0
CAN/NB	2227272	1	1	0
BRA/AM	1179144	1	1	0
ETH/AA	982620	1	1	0
SRB	7009356	1	1	0
POL/22	1048128	1	1	0
EST/37	173257690	1	1	0
CHE/VD	2653424	10	2	1
MEX/QUE	5044116	1	1	0
