date	bytes_sent	number_of_requests	number_of_downloads
2023-05-30	7790137696	10840	<50
2023-05-31	96295132	51320	<50
2023-06-01	11360832	27080	<50
2023-06-02	18057456	20660	<50
2023-06-03	17123512	40620	<50
2023-06-04	29506376	70200	<50
2023-06-05	14970560	35480	<50
2023-06-06	5838352	13700	<50
2023-06-07	14886376	35660	<50
2023-06-08	13324056	31480	<50
2023-06-09	15021936	35940	<50
2023-06-10	19992000	47600	<50
2023-06-11	34318720	81800	<50
2023-06-12	9259672	22280	<50
2023-06-13	14296848	34380	<50
2023-06-14	8491032	20140	<50
2023-06-15	9591488	23100	<50
2023-06-17	53168760	126640	<50
2023-06-18	4282520	9900	<50
2023-06-19	11202752	26720	<50
2023-06-20	17165880	40680	<50
2023-06-22	645488	1360	<50
2023-06-23	12371480	29860	<50
2023-06-24	7159136664	107340	<50
2023-06-25	8745431835	48400	<50
2023-06-26	37894058726	69180	<50
2023-06-27	16645920	39440	<50
2023-06-30	13555928	32280	<50
2023-07-01	6963440168	39200	<50
2023-07-02	15189552	35680	<50
2023-07-03	2903992960	36400	<50
2023-07-04	10182056	24220	<50
2023-07-05	23301808	55640	<50
2023-07-06	10023632	23860	<50
2023-07-07	8028032	18940	<50
2023-07-08	16024200	37960	<50
2023-07-09	17498304	41540	<50
2023-07-10	6385224	15020	<50
2023-07-11	16364480	38500	<50
2023-07-12	8756432	20560	<50
2023-07-13	11688520	28200	<50
2023-07-15	11839024	27920	<50
2023-07-16	22991728	54640	<50
2023-07-17	7881448	18240	<50
2023-07-18	19806880	47040	<50
2023-07-19	8126544	18900	<50
2023-07-20	9685296	22880	<50
2023-07-21	2998280	6800	<50
2023-07-22	10443416	24820	<50
2023-07-23	12651848	29560	<50
2023-07-24	12184528	28900	<50
2023-07-25	10878464	26080	<50
2023-07-26	12711368	30000	<50
2023-07-27	14102296	33960	<50
2023-07-28	13427960	32420	<50
2023-07-29	24202560	57040	<50
2023-07-31	25714776	61160	<50
2023-08-01	8207448	19740	<50
2023-08-02	7139616	16860	<50
2023-08-03	18382880	43680	<50
2023-08-04	18051536	42780	<50
2023-08-05	21725712	51800	<50
2023-08-06	20462488	48740	<50
2023-08-07	10106800	24020	<50
2023-08-08	18328344	43620	<50
2023-08-09	13595336	31920	<50
2023-08-12	19254320	45540	<50
2023-08-13	23885688	56980	<50
