region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/VA	66166940	325	325	0
CAN/QC	22801912	112	112	0
CHN	182214140	895	895	0
GitHub	1099624224	8104	2702	2223
USA/MA	109940342	722	6	368
AWS/ap-southeast-1	121338816	596	596	0
USA/IL	80623340	397	395	2
VPN	313362864	1558	1523	21
USA	32777996	161	161	0
AWS/us-east-1	169184036	831	831	0
USA/NV	52322892	257	257	0
AWS/us-east-2	12826148	63	62	1
AWS/ap-south-1	203556	1	1	0
USA/MD	3059960	20	10	10
GCP/us-west1	203596	1	1	0
NLD	15676412	77	77	0
GCP/us-east1	1425132	7	7	0
MEX/CMX	20501612	134	67	47
PSE/NBS	203596	1	1	0
CHE/VD	611912	4	2	1
USA/CA	1529980	10	5	4
EST/37	203596	1	1	0
GCP/us-central1	1017980	5	5	0
FRA/IDF	917988	6	3	3
CHN/BJ	610788	3	3	0
ARG/B	203596	1	0	1
