region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	3660405449	1062	1062	0
AWS/us-east-1	9380565389	1556	860	186
USA/MA	7629871866	633	1	602
ESP/CT	6790709690	572	560	2
VPN	5001820133	856	856	0
SGP	226650784	51	51	0
IND/DL	40189860	6	6	0
COL/ANT	43901444	11	11	0
MEX/CHH	9449880	2	2	0
BGD/C	98592731	19	19	0
AWS/us-east-2	1177475017	89	89	0
USA	7141225441	568	568	0
AWS/ap-south-1	12599704	2	2	0
USA/NY	7118951133	568	568	0
USA/IL	4799019973	1063	1063	0
AWS/us-west-2	139496048	8	8	0
USA/VA	318301692	70	70	0
ECU/A	17305196	3	3	0
MEX/VER	19270436	2	2	0
IDN	64384276	15	15	0
VNM/HN	198945845	34	34	0
VNM/SG	267627348	44	44	0
KEN	10683985	5	5	0
LBN/BA	16067255	4	4	0
ARG/B	223347554	34	34	0
IND/HR	8134076	3	3	0
PAK/PB	115241906	31	31	0
PER/LMA	40408348	6	6	0
IND/PB	1113636	1	1	0
BRA/SP	186618669	37	37	0
CAN/QC	851604	1	1	0
UZB/TK	139081120	23	23	0
USA/WA	6299852	1	1	0
CHL/RM	116684099	21	21	0
UKR/68	9182204	2	2	0
BRA/RS	62505716	10	10	0
IDN/YO	207648024	45	45	0
DZA/16	9962860	4	4	0
BRA/SE	20438496	3	3	0
COL/LAG	3150028	1	1	0
ARE/AZ	23610692	6	6	0
LBN/JA	2030748	1	1	0
IDN/JI	29304244	6	6	0
GEO/TB	8527124	3	3	0
BRA/BA	29146824	5	5	0
VEN	1818904	2	2	0
IRQ	35992682	11	11	0
BGD	227141800	47	47	0
BRA/PR	55966000	10	10	0
VNM/DN	53368052	8	8	0
COL	3995988	2	2	0
SWE/O	2358288	1	1	0
PAN/4	12599704	2	2	0
ZWE	3150028	1	1	0
IRQ/BG	106926780	23	23	0
KAZ/79	3150028	1	1	0
SYR/DI	3472425	3	3	0
LKA/1	5895720	1	1	0
BRA/MA	25231664	5	5	0
KAZ/11	6092244	1	1	0
IDN/BT	6299852	1	1	0
KEN/30	66720396	14	14	0
IRQ/AN	4323528	1	1	0
IRQ/NI	14673792	5	5	0
VEN/K	31990072	6	6	0
IDN/SN	9302136	1	1	0
FRA/ARA	39654508	4	4	0
ARG/T	16257068	4	4	0
USA/FL	39338256	6	6	0
GBR/ENG	98852568	11	11	0
COL/CAU	2751336	2	2	0
VEN/O	6299852	1	1	0
URY/MO	24653176	5	5	0
BRA/GO	23670556	6	6	0
IND/RJ	11480628	3	3	0
IND/UP	10612296	3	3	0
CIV/AB	46194224	8	8	0
ISR/TA	21585384	4	4	0
BRA/RJ	73740836	12	12	0
HKG	173822284	43	43	0
VEN/A	102975056	11	11	0
COL/SUC	6299852	1	1	0
USA/NC	34207013	5	5	0
MYS/14	27349862	15	15	0
USA/DE	4127004	1	1	0
USA/MS	6299852	1	1	0
IDN/JK	39119360	9	9	0
VNM/37	28987788	7	7	0
EGY/C	27775392	3	3	0
CHL/ML	5633688	2	2	0
COL/DC	66546040	14	14	0
BIH/BIH	7598928	3	3	0
MYS/13	6157752	2	2	0
MEX/JAL	23943672	4	4	0
IRQ/KI	12599704	2	2	0
MAR/06	24849700	5	5	0
IDN/JB	15351040	3	3	0
IDN/RI	17829260	2	2	0
DOM/32	14946908	3	3	0
BRA/SC	24123672	6	6	0
EGY/DK	8658140	2	2	0
MEX/QUE	8068568	2	2	0
UKR/53	2882352	1	1	0
SEN/DK	42536860	10	10	0
MAR/03	17894768	7	7	0
ZAF/GP	62810989	17	17	0
USA/CA	58101152	8	8	0
NGA/LA	12315504	5	5	0
PAK/IS	35576488	4	4	0
MAR/04	34025165	7	7	0
MEX/CMX	45244856	8	8	0
VNM/56	42220404	7	7	0
CHE/ZH	6299852	1	1	0
