region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
bogon	139729461	641	641	0
AWS/us-east-1	194629343	862	861	1
USA/MA	355642800	1629	277	1
ESP/CT	472115643	2141	2141	0
VPN	8149276	50	50	0
USA/VA	20898	34	34	0
