week_start	Microscopy
2024-11-11	25679607
2024-11-18	329270554
2024-11-25	545506
2025-03-10	4537062
2025-06-23	20898
2025-07-28	395
2025-09-08	304464838
2025-09-15	5653241
2025-09-22	2488524
2026-02-16	441626817
2026-02-23	30488850
2026-05-25	5682
