region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	155618964	38588	31	172
AWS/us-east-1	170779984	21	5	1
AWS/us-east-2	115387096	2182	0	15
USA/CA	16826752	10	3	3
GBR/ENG	1666597192	13	13	0
USA/MD	21986560	15	5	3
CHN	128199784	25	0	1
JPN/13	6590952	4	1	1
USA/VA	82648332	44	1	3
CAN/QC	15227088	4	0	2
USA/RI	22840632	6	0	1
VPN	395533072	16	8	3
USA/MA	579460050	32	0	4
NOR/50	213179232	56	0	2
MEX/CMX	20209040	26	9	7
IND/MH	128199784	1	1	0
JPN/26	16639032	1	1	0
USA/IL	18547040	4	2	1
USA	6550800	1	1	0
EST/37	128199784	1	1	0
CHE/VD	1981792	6	2	1
LTU/VL	851604	1	1	0
IND/BR	1048128	1	1	0
FRA/IDF	16243172	28	8	4
ESP/PV	917112	1	1	0
BRA/MG	3275400	1	1	0
