region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	47243853108	2110	0	13
AWS/us-east-1	39630581359	4734	10	5
VPN	100228078	163	8	3
AWS/ap-southeast-1	25679136	12	12	0
USA/MD	39626884425	47	6	1
USA/CA	5205995649	3	3	0
HUN/BU	72825546	12	1	2
GitHub	1435711232	2076	47	46
ITA	511153318	287	3	2
MEX/CMX	79080444	338	13	8
CHE/VD	2670818300	153	9	2
USA/VA	19554421403	127	4	3
FRA/IDF	36947762	127	5	5
USA/IL	53362216	105	3	2
GCP/us-east1	17870764	85	1	1
GBR	46641696	2	2	0
