date	bytes_sent	number_of_requests	number_of_downloads
2026-05-14	40197822427	5160	<50
2026-05-15	38607708753	860	<50
2026-05-16	66837086	260	<50
2026-05-18	39931394	<50	<50
2026-05-25	25978190	<50	<50
2026-05-27	15403768	80	<50
2026-05-28	3341608	<50	<50
2026-06-01	22571774	<50	<50
2026-06-02	2670818300	160	<50
2026-06-04	18751279464	<50	<50
2026-06-08	22375250	<50	<50
2026-06-10	53918232	240	<50
2026-06-15	22375250	<50	<50
2026-06-19	17870764	80	<50
2026-06-20	1048736052	<50	<50
2026-06-21	4586266	<50	<50
2026-06-22	22375250	<50	<50
2026-06-26	16377000	<50	<50
2026-06-28	39601954363	<50	<50
2026-06-29	22375250	<50	<50
2026-06-30	4651774	<50	<50
2026-07-03	5205995649	<50	<50
