region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/DC	647219040	87	87	0
AWS/us-east-1	5462694060	714	146	87
VPN	30809727624	11098	981	115
AWS/ap-southeast-1	810792516	149	149	0
USA	1392635415	280	0	27
GitHub	17812992348	66824	655	552
GCP/us-central1	4853239286	96	96	0
CHN	11949485401	1999	102	1132
TWN/TPE	4405988367	87	87	0
USA/MA	5519148481	364	4	102
CAN/ON	4468133372	187	90	1
USA/WI	4517064000	92	90	1
AWS/us-east-2	532314153	10	10	0
DEU/BW	8811976734	174	174	0
USA/FL	53804886	1	0	1
IND/JK	6878340	1	1	0
MEX/VER	52602924	1	1	0
MEX/CMX	542412469	1484	107	83
VEN/A	14935824	1	1	0
ARG/X	14608284	1	1	0
AWS/us-west-2	127111422	406	6	2
USA/WA	1776992	4	2	2
FRA/IDF	605349307	27	11	3
HUN/BA	534101	207	0	2
BRA/SP	43628328	4	4	0
MYS/14	1375668	1	1	0
EST/37	21047107	1	1	0
CHE/VD	8387824	50	2	1
BRA/RJ	23740083	1	0	1
GBR/SCT	12939853	1	0	1
BRB/08	33390337	1	0	1
USA/TX	54585316	2	2	0
BRA/PR	18080208	1	1	0
GBR/ENG	1	1	0	1
USA/MD	9105612	1	1	0
BRA/MG	42724014	1	1	0
AGO/LUA	1	1	0	1
USA/CA	12017280	20	5	4
CHN/SH	103181541	2	2	0
IRQ/AR	15328872	1	1	0
BRA/GO	6354276	1	1	0
PAK/PB	851604	1	1	0
MEX/CHP	13036092	1	1	0
USA/NC	14032	82	0	1
USA/IL	48563638	137	2	2
USA/NY	39562089	1	0	1
IDN/JI	1	1	0	1
USA/AZ	24631008	1	1	0
USA/SC	29544108	1	1	0
BRA/RS	17425128	1	1	0
VNM/HN	4978608	1	1	0
MEX/GUA	2030748	1	1	0
MAR/04	4847592	1	1	0
VEN/G	5633688	1	1	0
COL/ANT	7271388	1	1	0
VNM/70	1375668	1	1	0
UKR/51	11201868	1	1	0
CHL/RM	2030748	1	1	0
ARG/B	10481280	1	1	0
BGD/C	4978608	1	1	0
