region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	66881959026	10939	339	2463
USA/CA	44513601140	8762	3927	1191
GCP/us-west1	186386164	12	12	0
VPN	119867770397	13955	12023	238
AWS/ap-southeast-1	26242119344	5367	5367	0
GH-actions	182108619748	218684	22845	17659
USA	14318170112	3145	56	902
JPN/13	39977420220	2750	2704	2
AWS/us-east-1	50396142396	6670	663	2699
USA/MA	44876277309	3281	0	3004
USA/DC	15766169080	2131	2131	0
AWS/us-east-2	7095269948	465	465	0
USA/MD	39976951636	2706	2704	2
USA/MN	39956195304	2702	2702	0
AWS/ap-south-1	170855320	12	12	0
ITA/62	5896993000	400	400	0
KOR/28	4974940438	25255	200	2700
USA/IL	29390818492	5076	5068	2
CHN/SH	39939187456	2701	1	2700
AWS/us-west-2	2053819124	150	144	1
USA/NY	3849594484	544	544	0
BRA/SP	251009669	33	32	1
ZAF/GP	44128040	9	9	0
MYS/14	66063448	12	12	0
PAK/PB	106778040	28	28	0
PAK/SD	77636908	13	13	0
KGZ/GB	24499992	4	4	0
ARG/B	175521480	23	23	0
USA/CO	1188966688	100	100	0
IRL/L	9870452	1	1	0
CRI/SJ	67200812	10	10	0
BGD	258263348	42	42	0
KEN	5371656	2	2	0
KWT/KU	30208848	3	3	0
VNM	126318028	15	15	0
VNM/HP	108600152	12	12	0
VNM/SG	917813020	94	94	0
bogon	10635162888	638	638	0
KOR/11	703737756	52	52	0
JAM	20090576	3	3	0
JAM/08	4323528	1	1	0
PHL/11	1113636	1	1	0
UZB/SA	49032588	6	6	0
GCP/us-east1	192210904	20	20	0
DEU/BW	134142076	15	15	0
CAN/BC	15132064	105	1	100
AWS/eu-central-2	1638097528	111	111	0
AWS/eu-west-2	1454338368	100	100	0
AWS/ap-northeast-2	6960282424	348	348	0
COG/16	9760692	2	2	0
NPL/P3	81980024	8	8	0
IND/MZ	17998344	1	1	0
ECU/G	51489288	7	7	0
MEX/JAL	19390368	2	2	0
MYS/04	5568180	4	4	0
