date	bytes_sent	number_of_requests	number_of_downloads
2024-07-20	74361063204	9000	60
2024-07-21	848297860	680	180
2024-07-22	215430200	140	<50
2024-07-24	1633387951	240	220
2024-07-25	495320580	80	<50
2024-07-30	21486624	<50	<50
2024-07-31	213932391	<50	<50
2024-08-01	204402412	<50	<50
2024-08-05	11987964	<50	<50
2024-08-26	7610508	<50	<50
2024-08-27	2462002288	<50	<50
2024-08-28	111860	<50	<50
2024-08-29	4113013036	<50	<50
2024-08-30	497661008	<50	<50
2024-08-31	1610210636	<50	<50
2024-09-02	2205221520	<50	<50
2024-09-04	11766877168	<50	<50
2024-09-05	5375811780	<50	<50
2024-09-06	6031972704	<50	<50
2024-09-07	3671136248	120	<50
2024-09-08	6405831628	300	<50
2024-09-09	5428035060	260	<50
2024-09-10	6895788372	320	<50
2024-09-11	7148938044	340	<50
2024-09-20	1004085032	800	220
2024-09-21	19109508	<50	<50
2024-09-25	194623456	<50	<50
2024-09-26	371254052	80	<50
2024-10-02	137084216	<50	<50
2024-10-03	59692692	<50	<50
2024-10-04	1422432	<50	<50
2024-10-09	304423416	<50	<50
2024-10-10	1100835160	<50	<50
2024-10-11	95997892	<50	<50
2024-10-12	2381648316	<50	<50
2024-10-15	17228604	<50	<50
2024-10-16	413856	<50	<50
2024-10-28	1299008040	320	<50
2024-11-04	1275579780	220	220
2024-11-05	16377000	<50	<50
2024-11-15	26597376	<50	<50
2024-11-16	459928272	120	120
2024-11-17	118453116	<50	<50
2024-11-18	4552104	<50	<50
2024-11-20	516708896	<50	<50
2024-11-23	534785192	<50	<50
2024-11-24	541630316	<50	<50
2024-11-26	21093576	<50	<50
2024-11-27	18022788	<50	<50
2024-11-28	37077528	<50	<50
2024-11-30	9695184	<50	<50
2024-12-01	35597412	<50	<50
2024-12-02	9557319488	1160	<50
2024-12-03	3250263952	400	<50
2025-01-24	74388303780	220	220
2025-02-13	539100956	<50	<50
2025-02-19	1094569160	<50	<50
2025-02-25	226896	<50	<50
2025-03-02	1010730936	220	220
2025-03-06	94241984	<50	<50
2025-03-28	841861528	<50	<50
2025-06-25	6892344	140	<50
2025-06-26	4005840	140	<50
2025-07-15	2429736	<50	<50
2025-07-16	8468448	240	<50
2025-07-26	2799409620	60	<50
2025-07-27	478696096	<50	<50
2025-07-28	4357351152	100	<50
2025-07-29	2808576148	60	<50
2025-07-30	4383768220	80	<50
2025-07-31	2942623640	60	<50
2025-08-01	1634953020	<50	<50
2025-08-02	3208301368	60	<50
2025-08-03	1066913092	<50	<50
2025-08-04	1464745576	<50	<50
2025-08-05	2257183032	<50	<50
2025-08-06	2788757980	60	<50
2025-08-07	1023911068	<50	<50
2025-08-08	2234111416	<50	<50
2025-08-09	1388166412	<50	<50
2025-08-10	4742713972	100	<50
2025-08-11	3538226744	80	<50
