region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	83530990924	9956	34	45
USA	27109519264	5138	48	17
USA/MA	124573458858	2424	0	69
MEX/CMX	2426336603	544	10	104
CHN	126785936838	10884	3	46
VPN	112376404922	207	175	29
USA/IA	32598685444	29	29	0
USA/CA	55335673079	55	43	7
AWS/ap-southeast-1	550558998	93	93	0
AWS/us-east-2	350868916	4	4	0
USA/NY	104303722	1	1	0
GitHub	2625856	15	4	4
USA/PA	656464	3	1	1
USA/TN	1927328	8	4	2
EST/37	328232	1	1	0
CHE/VD	635432	3	1	1
BOL/L	328232	1	1	0
VNM/HN	328232	1	1	0
GRC/B	328232	1	1	0
USA/WV	328232	1	1	0
ECU/P	328232	1	1	0
GCP/us-central1	328232	1	1	0
CAN/ON	328232	1	1	0
FRA/IDF	1906296	9	3	3
POL/24	4003010030	1	1	0
