region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	55683342478	6650	0	35
VPN	84368254	305	35	35
AWS/ap-southeast-1	36618972	25	25	0
GitHub	505195744	1840	219	134
JPN/26	104107746	206	0	35
USA/MA	6713690172	459	0	32
FRA/IDF	34949538	108	13	13
MEX/CMX	1447330	5	1	1
USA/TN	3585188	17	2	2
USA/IL	3874184	16	2	2
USA/CA	920563612	1	1	0
USA/OH	1854030	8	1	1
USA	1985046	8	1	1
