region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG	27705152463	3341	29	32
AWS/us-east-1	752572401105	89145	3205	788
HKG/KKC	29325751780	3543	0	83
USA/MA	1000952625715	79122	1124	1909
USA	258722937696	49747	818	274
USA/NY	3731192972	436	15	10
CHN	1199694956844	103784	11	925
AWS/us-west-2	129001758107	485477	840	791
USA/NM	258709608168	444	442	2
VPN	900004908747	17603	6193	118
CAN/QC	434335685332	37173	257	453
GH-actions	1179519000005	7444347	10529	8898
CAN/ON	699155643812	1762	745	3
GCP/us-central1	716431108692	808	808	0
GCP/us-east1	57076608	7	7	0
GCP/us-west1	986601094660	1253	1253	0
AWS/ap-southeast-1	11873341649	1879	1877	1
USA/CA	1114888330423	11171	2704	1583
USA/IL	14864082021	2506	743	2
MEX/CMX	1030071928	3497	163	108
AWS/us-east-2	19905245169	215115	75	16
CHN/BJ	562609176	2173	423	423
USA/NH	7098564768000	26157574	46233	43294
USA/VT	146910832900	526789	1002	940
DEU/BW	147464687976	314	314	0
COL/ANT	11102524	4	4	0
USA/VA	3957876292	436	113	1
URY/MO	26558988	8	8	0
NLD	336916985462	15572	265	270
VNM/56	6348688	7	7	0
PAK/PB	47578448	31	31	0
USA/MD	102755272	121	21	15
USA/GA	456713612	8	8	0
COL/DC	34242256	12	12	0
BRA/PI	7991976	4	4	0
BRA/SP	69561696	33	33	0
VNM/HN	90789212	45	45	0
PRY/ASU	10088232	3	3	0
TUR/07	6485292	1	1	0
VNM/SG	108160912	54	54	0
PAN/8	16573524	2	2	0
GBR/ENG	571410088	42	42	0
IRQ/NI	3078876	3	3	0
ARG/B	38476260	28	28	0
SYC	81846384	21	21	0
BRA/MG	59722252	28	28	0
VNM/DN	34719240	11	11	0
ARG	9975192	3	3	0
UKR/63	2096256	2	2	0
BGD	42264644	23	23	0
MEX/MIC	14453252	3	3	0
ZAF/NW	11999948	3	3	0
BRA/PA	6090936	3	3	0
VEN/V	34534200	8	8	0
BRA/MT	1913428	2	2	0
COL/CUN	1375668	1	1	0
ZAF/GP	28174384	20	20	0
MEX/NLE	4645480	2	2	0
KWT/KU	1194552	1	1	0
IND/MH	1883478104	8	8	0
FRA/HDF	1194552	1	1	0
NGA/LA	11917724	8	8	0
SYR	5961228	4	4	0
PRT/13	9498660	2	2	0
FIN/18	2830540	3	3	0
IND/MP	1048128	1	1	0
JOR/AM	27283000	13	13	0
IND/OD	3156368	3	3	0
KEN/30	48895004	13	13	0
THA/40	6288768	2	2	0
TTO/SFO	1113636	1	1	0
CHL/RM	44997552	18	18	0
USA/IN	12726528	4	4	0
SGP	101018920	38	27	2
MEX/GUA	11386812	5	5	0
LTU/VL	72470084	6	6	0
VNM/HP	34040144	8	8	0
BRA/PE	16654440	7	7	0
RUS/IRK	1244652	1	1	0
IND	21558528	8	8	0
SAU/02	27447852	6	6	0
BLZ/CY	917112	1	1	0
RUS/MOW	1393644	1	1	0
JOR/IR	1179144	1	1	0
JOR/AZ	1244652	1	1	0
VEN/A	25726620	9	9	0
AZE/BA	9433152	5	5	0
OMN/MA	23451864	3	3	0
TUR/27	16508016	1	1	0
CAN/AB	11267376	1	1	0
IDN/JI	13974604	6	6	0
ARE/DU	7177180	7	7	0
BRA/RS	28349104	17	17	0
ESP/MD	4669044	3	3	0
MYS/14	7664436	4	4	0
MEX/MEX	7350592	6	6	0
DOM/01	4782084	3	3	0
USA/WA	279949964	24	8	5
BEL/BRU	2256376	2	2	0
UKR/12	1061824	1	1	0
IRQ/BG	43302452	18	18	0
PHL/12	862732	1	1	0
BRA/PR	14859140	9	9	0
BOL/C	1965240	1	1	0
NLD/OV	1441176	1	1	0
USA/OH	1441176	1	1	0
BRA/RJ	48195460	21	21	0
BRA/GO	30788760	8	8	0
THA/30	1113636	1	1	0
UKR/56	1113636	1	1	0
JPN/13	80322788	264	12	1
VNM/45	3627764	4	4	0
MEX/CHH	5043664	1	1	0
VNM/37	1563981304	3	3	0
MEX/JAL	41794104	6	6	0
MAR/06	34779564	9	9	0
USA/KS	44828420	3	3	0
EGY/C	10088232	2	2	0
LBY/TB	3144384	3	3	0
BRA/BA	10153740	7	7	0
PHL/10	1965240	2	2	0
ETH/AA	3355460	3	3	0
VNM/33	2827972	3	3	0
GBR	49752956	2	2	0
GAB/1	1113636	1	1	0
USA/AZ	3733956	2	2	0
HRV/21	1113636	1	1	0
IRQ/AR	851604	1	1	0
IND/KA	3733956	4	4	0
IRQ	20203856	6	6	0
ITA/42	4389036	1	1	0
AUS/VIC	5175132	2	2	0
RUS/ROS	917112	1	1	0
IND/CH	4323528	4	4	0
FRA/ARA	1393644	1	1	0
IDN/JK	5139584	5	5	0
ARG/S	4144980	3	3	0
IRQ/DA	12970584	2	2	0
THA	851604	1	1	0
ARG/M	9901528	4	4	0
BRA/PB	19914432	5	5	0
ARG/U	2489304	2	2	0
KEN	5961228	2	2	0
CZE/10	1375668	1	1	0
KOR/11	20372988	3	3	0
CHL/VS	18526328	6	6	0
VNM/21	3900924	4	4	0
HUN/CS	848239008	346	3	2
IND/TN	8254008	2	2	0
UZB/TK	16966572	5	5	0
TUR	5371656	3	3	0
USA/NJ	33803792	6	6	0
NLD/UT	1375668	1	1	0
CIV/AB	2030748	2	2	0
IND/GJ	5959948	5	5	0
IND/TS	1768716	2	2	0
PAK/SD	11749900	12	12	0
BRA/AM	1128188	1	1	0
UKR/30	18552460	3	3	0
DEU/NW	15183660	4	4	0
BOL/S	3209892	3	3	0
VNM/CT	3602940	4	4	0
COL/VAC	16128664	6	6	0
ITA/72	1194552	1	1	0
GBR/WLS	1990920	1	1	0
EGY/ALX	2389104	2	2	0
ZAF/MP	1048128	1	1	0
BFA/03	6688212	3	3	0
CHL/ML	1375668	1	1	0
PAK	3289096	3	3	0
USA/MO	2030748	1	1	0
USA/TX	251525252	11	11	0
IND/RJ	5581876	5	5	0
NZL/AUK	16835556	2	2	0
NPL	9236628	3	3	0
DOM/15	1113636	1	1	0
VNM/26	27447852	2	2	0
JPN	67810760	254	2	1
PER/LMA	3799464	3	3	0
EGY/DK	2554812	2	2	0
SAU/05	6090936	3	3	0
PHL/40	2974396	3	3	0
USA/MI	12839568	4	4	0
BRA/MA	14660528	5	5	0
TUR/35	254948204	1	1	0
SRB/00	1375668	1	1	0
TUR/41	745527628	4	4	0
VNM/02	9957216	1	1	0
TUR/55	7271388	1	1	0
PSE	1113636	1	1	0
PER/ARE	6119636	2	2	0
SYR/DI	8581548	1	1	0
ECU/P	19830044	10	10	0
NIC/MN	21058028	3	3	0
IND/PB	23332380	6	6	0
BGD/B	2044444	2	2	0
ITA	3406416	2	2	0
BGD/C	30630708	10	10	0
COL/ATL	113881576	4	4	0
IRQ/SU	6565352	2	2	0
VEN/U	5568180	1	1	0
TUN/52	9891708	2	2	0
