region	bytes_sent
AWS/us-east-1	725422291244
US/California	714005092344
CA/Ontario	699101683292
US/New Mexico	258708691056
GitHub	197023662150
CA/Quebec	192353559916
CN/Shanghai	115878746839
VPN	95630886610
HK/Hong Kong	27638784751
AWS/us-east-2	3788166276
CA/British Columbia	3494204696
GCP/us-central1	2197978944
US/North Carolina	1069106476
AWS/ap-southeast-1	1022670949
HU/Budapest	813856180
HU/Csongrád	713570168
GB/England	383042504
US/Georgia	372928880
US/Rhode Island	247427344
US/Washington	122978512
SE/Stockholm	94709168
US/Maryland	67209724
IN/Maharashtra	29464808
